IDFolio,IDPersona,AgnoNacimiento,IDSexo,IDRelacionJefeHogar,IDEstudios,IDLugarEstudios,IDTituloProfesional,IDActividad,trabajaEnCasa,frecuenciaTrabajoCasaId,IDJornadaTrabajo,IngresoLiquido,IDTipoIngreso,Observaciones,EfectuaViajes,NumeroViajes,Factor,noviaja,ademasTrabaja,ademasEstudia
14108004,1,1953,1,0,4,0,0,4,0,0,1,325000,1,,1,2,39.24096385542168,0,0,0
14108005,1,1936,2,0,3,0,0,11,0,0,0,450000,1,mensualidad hijos,0,0,39.24096385542168,0,0,0
14108005,2,1986,2,2,5,7,0,14,0,0,0,250000,1,,1,2,39.24096385542168,0,1,0
14108005,3,1988,2,2,5,7,0,14,0,0,0,0,0,estudiante no trabaja,1,2,39.24096385542168,0,0,0
14108006,1,1954,1,0,3,0,0,4,0,0,1,250000,1,Sin Observación,1,2,39.24096385542168,0,0,0
14108006,2,1950,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,0,0,39.24096385542168,0,0,0
14108006,3,1983,2,2,7,0,1,12,0,0,0,0,0,Sin Observación,0,0,39.24096385542168,0,0,0
14108009,1,1980,1,0,4,0,0,4,0,0,1,250000,1,Sin Observación,0,0,39.24096385542168,0,0,0
14108009,2,1980,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,0,0,39.24096385542168,0,0,0
14108009,3,2002,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,39.24096385542168,0,0,0
14108009,4,2012,2,2,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,39.24096385542168,0,0,0
14108016,1,1971,2,0,4,0,0,3,0,0,1,160000,1,Sin Observación,1,5,39.24096385542168,0,0,0
14108016,2,1992,2,2,5,7,0,14,0,0,0,0,0,Sin Observación,1,6,39.24096385542168,0,0,0
14108016,3,2000,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,39.24096385542168,0,0,0
14108016,4,2011,1,3,2,2,0,14,0,0,0,0,0,Sin Observación,1,2,39.24096385542168,0,0,0
14108028,1,1971,1,0,4,0,0,4,0,0,1,250000,1,Sin Observación,1,2,39.24096385542168,0,0,0
14108028,2,1974,2,1,4,0,0,12,0,0,0,30000,1,Sin Observación,1,6,39.24096385542168,0,0,0
14108028,3,1997,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,4,39.24096385542168,0,0,0
14108028,4,2000,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,39.24096385542168,0,0,0
14108028,5,2006,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,39.24096385542168,0,0,0
14108028,6,1951,1,3,3,0,0,4,0,0,1,160000,1,Sin Observación,1,4,39.24096385542168,0,0,0
14108028,7,1953,1,3,3,0,0,13,0,0,0,0,0,Sin Observación,0,0,39.24096385542168,0,0,0
14141002,1,1956,2,0,4,0,0,11,0,0,0,250000,1,dia laboral libre,1,4,39.24096385542168,0,0,0
14141002,2,1981,2,2,4,0,0,12,0,0,0,160000,1,ingreso por pensión alimenticia,0,0,39.24096385542168,0,0,0
14141002,3,2003,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,39.24096385542168,0,0,0
14141002,4,2010,2,3,2,2,0,14,0,0,0,0,0,,0,0,39.24096385542168,0,0,0
14141002,5,2012,2,3,1,0,0,13,0,0,0,0,0,,1,4,39.24096385542168,0,0,0
14141007,1,1958,1,0,3,0,0,3,0,0,2,325000,1,Sin Observación,1,6,39.24096385542168,0,0,0
14141007,2,1962,2,1,3,0,0,11,0,0,0,160000,1,Sin Observación,1,2,39.24096385542168,0,1,0
14141007,3,1991,1,2,5,7,0,14,0,0,0,325000,1,Sin Observación,1,5,39.24096385542168,0,1,0
14141019,1,1985,1,0,6,0,0,12,0,0,0,250000,1,"en los viajes 1, 2 , 4 y 5 se canceló doble pasaje",1,7,39.24096385542168,0,0,0
14141019,2,1959,2,3,3,0,0,11,0,0,0,0,0,,1,4,39.24096385542168,0,0,0
14141019,3,1982,1,3,4,0,0,3,0,0,2,325000,1,,1,3,39.24096385542168,0,0,0
14141022,1,1934,1,0,1,0,0,9,0,0,0,250000,1,Sin Observación,1,4,39.24096385542168,0,0,0
14141022,2,1940,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,0,0,39.24096385542168,0,0,0
14141022,3,1961,1,2,1,0,0,3,0,0,2,250000,1,Sin Observación,1,2,39.24096385542168,0,0,0
14141022,4,1995,1,3,4,0,0,3,0,0,3,250000,1,Sin Observación,1,3,39.24096385542168,0,0,0
14141022,5,1996,1,3,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,39.24096385542168,0,0,0
14141023,1,1954,1,0,4,0,0,4,0,0,1,325000,1,Sin Observación,1,2,39.24096385542168,0,0,0
14141023,2,1956,2,1,4,0,0,4,0,0,1,250000,1,Sin Observación,0,0,39.24096385542168,0,0,0
14141023,3,1977,1,2,7,0,1,4,0,0,1,450000,1,Sin Observación,0,0,39.24096385542168,0,0,0
14142003,1,1952,2,0,3,0,0,11,0,0,0,90000,1,Sin Observación,1,4,39.24096385542168,0,0,0
14142003,2,1953,1,1,3,0,0,4,0,0,1,250000,1,Sin Observación,1,4,39.24096385542168,0,0,0
14142003,3,1984,2,2,5,0,1,4,0,0,1,325000,1,Sin Observación,1,2,39.24096385542168,0,0,0
14142003,4,2009,2,3,2,3,0,14,0,0,0,30000,1,Sin Observación,1,2,39.24096385542168,0,0,0
14142007,1,1960,2,0,3,0,0,11,0,0,0,160000,1,,1,2,39.24096385542168,0,0,0
14142010,1,1987,1,0,4,0,0,4,0,0,1,325000,1,,1,4,39.24096385542168,0,0,0
14142010,2,1990,2,1,5,0,1,4,0,0,1,325000,1,,1,2,39.24096385542168,0,0,0
14142011,1,1955,2,0,4,0,0,7,1,1,1,250000,1,Sin Observación,1,4,39.24096385542168,0,0,0
14142011,2,1984,2,2,5,7,0,14,0,0,0,250000,1,Sin Observación,1,2,39.24096385542168,0,1,0
14142013,1,1943,1,0,4,0,0,9,0,0,0,160000,1,Sin Observación,1,2,39.24096385542168,0,0,0
14142013,2,1945,2,1,3,0,0,11,0,0,0,90000,1,Sin Observación,1,2,39.24096385542168,0,0,0
14142013,3,1986,1,3,7,0,1,4,0,0,1,325000,1,Sin Observación,1,4,39.24096385542168,0,0,0
14142019,1,1954,1,0,3,0,0,5,0,0,1,250000,1,Sin Observación,1,2,39.24096385542168,0,0,0
14142019,2,1930,2,3,3,0,0,9,0,0,0,90000,1,Sin Observación,0,0,39.24096385542168,0,0,0
14151001,1,1932,1,0,3,0,0,9,0,0,0,160000,1,Sin Observación,0,0,39.24096385542168,0,0,0
14151001,2,1938,2,1,3,0,0,9,0,0,0,90000,1,Sin Observación,0,0,39.24096385542168,0,0,0
14151003,1,1942,2,0,4,0,0,9,0,0,0,90000,1,,1,2,39.24096385542168,0,0,0
14151003,2,1967,2,2,4,0,0,4,0,0,1,160000,1,Sin Observación,1,2,39.24096385542168,0,0,0
14151003,3,1966,1,3,4,0,0,4,0,0,3,250000,1,,1,2,39.24096385542168,0,0,0
14151019,1,1940,2,0,3,0,0,11,0,0,0,0,0,Sin Observación,1,2,39.24096385542168,0,0,0
14151019,2,1968,2,2,3,0,0,12,0,0,0,0,0,Sin Observación,1,2,39.24096385542168,0,0,0
14151019,3,1964,1,2,4,0,0,12,0,0,0,30000,1,Sin Observación,1,2,39.24096385542168,0,0,0
14151019,4,1980,1,2,3,0,0,4,0,0,1,90000,1,Sin Observación,1,2,39.24096385542168,0,0,0
14151019,5,1993,1,3,4,4,0,14,0,0,0,0,0,,0,0,39.24096385542168,0,0,0
14151019,6,2005,1,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,39.24096385542168,0,0,0
14151019,7,2008,2,3,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,39.24096385542168,0,0,0
14151020,1,1942,1,0,4,0,0,9,0,0,0,90000,1,Sin Observación,1,5,39.24096385542168,0,0,0
14151020,2,1944,2,1,3,0,0,9,0,0,0,90000,1,Sin Observación,1,4,39.24096385542168,0,0,0
14151023,1,1946,2,0,3,0,0,9,0,0,0,90000,1,Sin Observación,1,2,39.24096385542168,0,0,0
14151023,2,1989,2,3,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,39.24096385542168,0,0,0
14151023,3,1992,1,3,4,0,0,4,0,0,1,160000,1,Sin Observación,1,4,39.24096385542168,0,0,0
15013001,1,1985,1,0,4,0,0,3,1,1,1,325000,1,Sin Observación,1,5,40.26190476190476,0,0,0
15013001,2,1985,2,1,4,0,0,11,0,0,0,160000,1,Sin Observación,0,2,40.26190476190476,0,1,0
15013001,3,2008,1,2,2,3,0,14,0,0,0,0,0,Sin Observación,1,4,40.26190476190476,0,0,0
15013001,4,2011,1,2,1,0,0,13,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15013004,1,1922,2,0,1,0,0,9,0,0,0,90000,1,Sin Observación,0,0,40.26190476190476,0,0,0
15013004,2,1969,2,2,3,0,0,11,0,0,0,90000,1,Sin Observación,1,2,40.26190476190476,0,1,0
15013004,3,1973,1,2,3,0,0,5,0,0,1,160000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15013004,4,1981,2,3,4,0,0,11,0,0,0,0,0,Sin Observación,1,6,40.26190476190476,0,0,0
15013004,5,1992,1,3,4,0,0,5,0,0,1,160000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15013004,6,1999,1,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15013004,7,2006,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15013004,8,2010,1,3,1,2,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15013005,1,1958,1,0,3,0,0,4,0,0,1,250000,1,Sin Observación,0,0,40.26190476190476,0,0,0
15013005,2,1971,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15013005,3,1994,1,2,4,0,0,12,0,0,0,0,0,Sin Observación,1,3,40.26190476190476,0,0,0
15013005,4,1998,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,0,5,40.26190476190476,0,0,0
15013005,5,2000,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,5,40.26190476190476,0,0,0
15013009,1,1943,1,0,3,0,0,9,0,0,0,90000,1,Sin Observación,1,6,40.26190476190476,0,0,0
15013009,2,1942,2,1,3,0,0,11,0,0,0,90000,1,Sin Observación,1,4,40.26190476190476,0,0,0
15013009,3,1967,2,2,4,0,0,7,1,3,3,160000,1,Sin Observación,1,10,40.26190476190476,0,0,0
15013009,4,1981,1,2,4,0,0,4,0,0,1,250000,1,Sin Observación,1,4,40.26190476190476,0,0,0
15013009,5,2001,1,3,3,4,0,14,0,0,0,0,0,Sin Observación,0,0,40.26190476190476,0,0,0
15013014,1,1959,1,0,4,0,0,4,0,0,1,375000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15013014,2,1964,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,40.26190476190476,0,0,0
15013014,3,2007,1,2,2,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15013014,4,1988,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15018005,1,1983,1,0,7,0,1,12,0,0,0,250000,1,Sin Observación,1,5,40.26190476190476,0,0,0
15018005,2,1983,2,1,7,0,1,12,0,0,0,160000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15018005,3,2001,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,40.26190476190476,0,0,0
15018011,1,1916,2,0,1,0,0,9,0,0,0,160000,1,Sin Observación,0,0,40.26190476190476,0,0,0
15018011,2,1949,1,2,3,0,0,4,0,0,2,250000,1,Sin Observación,1,4,40.26190476190476,0,0,0
15018019,1,1966,1,0,4,0,0,4,0,0,1,375000,1,Sin Observación,1,10,40.26190476190476,0,0,0
15018019,2,1971,2,1,4,0,0,4,0,0,1,325000,1,Sin Observación,1,4,40.26190476190476,0,0,0
15018019,3,1994,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15018019,4,1998,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15018019,5,1999,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,4,40.26190476190476,0,0,0
15018021,1,1971,1,0,5,0,1,4,0,0,1,325000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15018021,2,1975,2,1,5,0,1,4,0,0,1,250000,1,Sin Observación,1,4,40.26190476190476,0,0,0
15018021,3,2001,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15018023,1,1935,1,0,3,0,0,9,0,0,0,90000,1,Sin Observación,0,0,40.26190476190476,0,0,0
15018023,2,1968,2,2,4,0,0,4,0,0,1,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15018023,3,1999,1,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15018023,4,1971,1,3,4,0,0,4,0,0,1,250000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15026003,1,1939,2,0,3,0,0,9,0,0,0,90000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15026003,2,1973,2,2,3,0,0,12,0,0,0,0,0,comienza a trabajar el proximo lunes,1,8,40.26190476190476,0,0,0
15026003,3,1995,2,3,4,4,0,14,0,0,0,0,0,Sin Observación,1,3,40.26190476190476,0,0,0
15026003,4,1999,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15026003,5,2006,1,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15026004,1,1934,1,0,3,0,0,9,0,0,0,160000,1,Sin Observación,0,0,40.26190476190476,0,0,0
15026004,2,1952,2,1,3,0,0,11,0,0,0,160000,1,Sin Observación,0,0,40.26190476190476,0,0,0
15026004,3,2002,1,3,3,4,0,14,0,0,0,0,0,Sin Observación,0,0,40.26190476190476,0,0,0
15026005,1,1979,2,0,4,0,0,11,0,0,0,0,0,no trabaja sin ingresos,1,2,40.26190476190476,0,0,0
15026005,2,1980,1,1,4,0,0,12,0,0,0,250000,1,seguro de cesantia,1,2,40.26190476190476,0,0,0
15026005,3,2005,2,2,3,4,0,14,0,0,0,0,0,,1,2,40.26190476190476,0,0,0
15026005,4,2007,2,2,2,3,0,14,0,0,0,0,0,,1,2,40.26190476190476,0,0,0
15026005,5,2009,2,2,2,3,0,14,0,0,0,0,0,,1,2,40.26190476190476,0,0,0
15026005,6,2011,1,2,1,0,0,13,0,0,0,0,0,,0,0,40.26190476190476,0,0,0
15026007,1,1990,1,0,4,0,0,4,0,0,1,325000,1,,1,2,40.26190476190476,0,0,0
15026007,2,1993,2,1,4,0,0,11,0,0,0,0,0,sin ingresos no trabaja,0,0,40.26190476190476,0,0,0
15026007,3,2011,1,2,1,0,0,13,0,0,0,0,0,,0,0,40.26190476190476,0,0,0
15026011,1,1962,1,0,3,0,0,5,0,0,1,90000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15026011,2,1961,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,0,0,40.26190476190476,0,0,0
15026011,3,1985,1,2,4,0,0,5,0,0,1,160000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15026011,4,1988,2,3,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,1
15026011,5,2006,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15026011,6,2009,1,3,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15026017,1,1980,1,0,4,0,0,4,0,0,1,325000,1,Sin Observación,1,6,40.26190476190476,0,0,0
15026017,2,1980,2,1,7,0,1,1,0,0,1,325000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15026017,3,2011,2,2,1,1,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15026017,4,2008,1,2,2,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15026022,1,1953,1,0,4,0,0,4,0,0,2,375000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15026022,2,1954,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15026022,3,1981,1,2,7,0,1,1,0,0,2,375000,1,Sin Observación,1,1,40.26190476190476,0,0,0
15026022,4,1991,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,40.26190476190476,0,0,0
15026022,5,1927,2,3,1,0,0,13,0,0,0,90000,1,Sin Observación,0,0,40.26190476190476,0,0,0
15026022,6,2010,1,3,1,2,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15026900,1,1938,1,0,3,0,0,9,0,0,0,160000,1,,1,2,40.26190476190476,0,0,0
15026900,2,1944,2,1,3,0,0,11,0,0,0,0,0,no trabaja sin ingresos,0,0,40.26190476190476,0,0,0
15026900,3,1980,1,2,4,0,0,4,0,0,1,375000,1,,1,2,40.26190476190476,0,0,0
15029002,1,1986,2,0,5,0,1,4,0,0,1,325000,1,Sin Observación,1,5,40.26190476190476,0,0,0
15029002,2,2012,2,2,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,40.26190476190476,0,0,0
15029002,3,1963,2,3,4,0,0,11,0,0,0,0,0,Sin Observación,0,0,40.26190476190476,0,0,0
15029006,1,1928,1,0,3,0,0,9,0,0,0,160000,1,Sin Observación,1,6,40.26190476190476,0,0,0
15029006,2,1939,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,6,40.26190476190476,0,0,0
15029007,1,1948,1,0,4,0,0,9,0,0,0,250000,1,Sin Observación,1,6,40.26190476190476,0,0,0
15029007,2,1954,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,40.26190476190476,0,0,0
15029007,3,1988,1,2,7,6,1,14,0,0,0,160000,1,Sin Observación,1,5,40.26190476190476,0,1,0
15029009,1,1971,1,0,3,0,0,5,0,0,1,160000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15029009,2,1968,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,40.26190476190476,0,0,0
15029009,3,2002,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15029009,4,2010,1,2,1,0,0,13,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15029015,1,1934,1,0,3,0,0,9,0,0,0,160000,1,Sin Observación,1,6,40.26190476190476,0,0,0
15029015,2,1946,2,1,3,0,0,9,0,0,0,0,0,Sin Observación,1,6,40.26190476190476,0,0,0
15040003,1,1958,1,0,3,0,0,3,0,0,2,160000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15040003,2,1957,2,1,1,0,0,11,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15040003,3,1988,2,2,3,0,0,5,0,0,1,250000,1,Sin Observación,0,2,40.26190476190476,0,0,0
15040003,4,1997,1,2,4,0,0,5,0,0,2,90000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15040015,1,1974,1,0,4,0,0,3,0,0,1,250000,1,Sin Observación,1,3,40.26190476190476,0,0,0
15040015,2,1971,2,1,4,0,0,11,0,0,0,90000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15040015,3,2001,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15040015,4,2004,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,0,2,40.26190476190476,0,0,0
15040015,5,2010,2,2,1,2,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15040019,1,1967,1,0,4,0,0,3,0,0,2,250000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15040019,2,1961,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15040019,3,1994,1,2,4,0,0,5,0,0,1,250000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15040019,4,1998,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,6,40.26190476190476,0,0,0
15040019,5,2003,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15040019,6,2008,1,2,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15040029,1,1966,1,0,4,0,0,3,0,0,1,250000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15040029,2,1966,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,1,7,40.26190476190476,0,0,1
15040029,3,1989,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,40.26190476190476,0,0,0
15040029,4,1993,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,3,40.26190476190476,0,0,0
15040029,5,2009,1,2,1,2,0,14,0,0,0,0,0,Sin Observación,1,4,40.26190476190476,0,0,0
15040031,1,1969,2,0,4,0,0,11,0,0,0,0,0,sin ingresos no trabaja,0,0,40.26190476190476,0,0,0
15040031,2,1968,1,1,4,0,0,4,0,0,1,550000,1,,1,2,40.26190476190476,0,0,0
15040031,3,1992,1,2,6,6,0,14,0,0,0,0,0,"no trabaja sin ingresos
por salud no realizo viajes de estudio",1,2,40.26190476190476,0,0,0
15040031,4,1996,2,2,4,4,0,14,0,0,0,0,0,sin ingresos no trabaja,1,2,40.26190476190476,0,0,0
15040036,1,1974,1,0,3,0,0,5,0,0,1,250000,1,Sin Observación,1,6,40.26190476190476,0,0,1
15040036,2,1975,2,1,3,0,0,11,0,0,0,30000,1,Sin Observación,1,7,40.26190476190476,0,0,1
15040036,3,2004,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15040036,4,2008,2,2,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15040036,5,2001,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15040038,1,1960,2,0,3,0,0,11,0,0,0,0,0,no trabaja sin ingresos,0,0,40.26190476190476,0,0,0
15040038,2,1958,1,1,3,0,0,3,1,3,1,250000,1,,1,2,40.26190476190476,0,0,0
15040038,3,1997,1,2,4,4,0,14,0,0,0,0,0,,1,2,40.26190476190476,0,0,0
15040900,1,1975,2,0,4,0,0,11,0,0,0,0,0,no trabaja sin ingresos,0,0,40.26190476190476,0,0,0
15040900,2,1971,1,1,4,0,0,4,0,0,1,450000,1,,1,2,40.26190476190476,0,0,0
15040900,3,1990,1,2,5,0,1,4,0,0,1,375000,1,,1,2,40.26190476190476,0,0,0
15040900,4,2000,1,2,3,4,0,14,0,0,0,0,0,,1,2,40.26190476190476,0,0,0
15040901,1,1972,2,0,3,0,0,11,0,0,0,160000,1,Sin Observación,0,0,40.26190476190476,0,1,0
15040901,2,1970,1,1,3,0,0,4,0,0,1,450000,1,,1,2,40.26190476190476,0,0,0
15040901,3,1993,1,2,4,4,0,14,0,0,0,0,0,estudiante sin ingresos,1,2,40.26190476190476,0,0,0
15040901,4,1999,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15040901,5,1999,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15040901,6,2001,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15040902,1,1984,1,0,5,0,1,4,0,0,1,450000,1,,1,2,40.26190476190476,0,0,0
15040902,2,1972,2,1,4,0,0,4,0,0,1,250000,1,,1,2,40.26190476190476,0,0,0
15040902,3,2008,1,2,2,3,0,14,0,0,0,0,0,,1,2,40.26190476190476,0,0,0
15040902,4,1941,2,3,3,0,0,13,0,0,0,0,0,no trabaja sin ingresos,0,0,40.26190476190476,0,0,0
15040902,5,1990,1,3,4,0,0,4,0,0,1,325000,1,,0,0,40.26190476190476,0,0,0
15044002,1,1924,2,0,3,0,0,9,0,0,0,160000,1,Sin Observación,0,0,40.26190476190476,0,0,0
15044002,2,1958,1,2,4,0,0,5,0,0,1,250000,1,Sin Observación,0,3,40.26190476190476,0,0,0
15044002,3,1989,1,3,5,7,0,14,0,0,0,0,0,Sin Observación,1,1,40.26190476190476,0,0,0
15044004,1,1937,1,0,3,0,0,9,0,0,0,160000,1,Sin Observación,0,0,40.26190476190476,0,0,0
15044004,2,1942,2,1,3,0,0,11,0,0,0,90000,1,Sin Observación,1,7,40.26190476190476,0,0,0
15044006,1,1950,2,0,4,0,0,5,0,0,1,250000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15044013,1,1967,1,0,3,0,0,5,0,0,1,160000,1,Sin Observación,1,2,40.26190476190476,0,0,0
15044013,2,1970,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,1,4,40.26190476190476,0,0,0
15044013,3,1992,1,2,4,0,0,4,0,0,2,160000,1,Sin Observación,1,4,40.26190476190476,0,0,1
15044013,4,2001,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15044014,1,1946,1,0,4,0,0,5,0,0,1,250000,1,Sin Observación,1,4,40.26190476190476,0,0,0
15044014,2,1969,2,1,5,0,1,11,0,0,0,90000,1,Sin Observación,1,4,40.26190476190476,0,0,0
15044014,3,1993,2,3,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,40.26190476190476,0,0,0
15058002,1,1949,1,0,5,0,1,4,0,0,1,450000,1,,1,2,40.26190476190476,0,0,0
15058002,2,1956,2,1,4,0,0,11,0,0,0,0,0,sin ingresos no trabaja,0,0,40.26190476190476,0,0,0
15058002,3,1989,1,2,6,6,1,14,0,0,0,0,0,sin ingresos no trabajo,1,2,40.26190476190476,0,0,0
15058002,4,1994,2,3,6,6,0,14,0,0,0,0,0,no trabaja sin ingresos,1,2,40.26190476190476,0,0,0
15058002,5,1995,1,3,6,6,0,14,0,0,0,0,0,no trabaja sin ingresos,1,2,40.26190476190476,0,0,0
15058006,1,1957,1,0,4,0,0,4,0,0,1,550000,1,,1,2,40.26190476190476,0,0,0
15058006,2,1978,2,1,4,0,0,11,0,0,0,0,0,sin ingresos no trabaja,1,2,40.26190476190476,0,0,0
15058006,3,2009,1,2,2,3,0,14,0,0,0,0,0,,1,2,40.26190476190476,0,0,0
15058010,1,1949,2,0,3,0,0,11,0,0,0,90000,1,pension ,0,0,40.26190476190476,0,0,0
15058010,2,1974,1,2,4,0,0,4,0,0,1,375000,1,,0,0,40.26190476190476,0,0,0
15058013,1,1986,1,0,4,0,0,4,0,0,1,375000,1,,0,0,40.26190476190476,0,0,1
15058013,2,1991,2,1,4,0,0,11,0,0,0,0,0,no trabaja sin ingresos,0,0,40.26190476190476,0,0,0
15058013,3,1949,2,3,3,0,0,13,0,0,0,0,0,no trabaja sin ingresos,0,0,40.26190476190476,0,0,0
16011001,1,1986,1,0,4,0,0,4,0,0,1,375000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16011001,2,1985,2,1,4,0,0,4,0,0,2,325000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16011001,3,2005,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16011001,4,2007,1,2,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16011001,5,2007,1,2,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16011003,1,1931,1,0,3,0,0,9,0,0,0,90000,1,Sin Observación,1,2,43.60416666666666,0,1,0
16011003,2,1935,1,1,3,0,0,9,0,0,0,90000,1,Sin Observación,1,2,43.60416666666666,0,0,0
