IDFolio,IDPersona,AgnoNacimiento,IDSexo,IDRelacionJefeHogar,IDEstudios,IDLugarEstudios,IDTituloProfesional,IDActividad,trabajaEnCasa,frecuenciaTrabajoCasaId,IDJornadaTrabajo,IngresoLiquido,IDTipoIngreso,Observaciones,EfectuaViajes,NumeroViajes,Factor,noviaja,ademasTrabaja,ademasEstudia
16011003,3,1966,2,2,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16011003,4,2008,1,3,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16011003,5,1966,1,3,4,0,0,4,0,0,1,90000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16011010,1,1939,1,0,3,0,0,9,0,0,0,90000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16011010,2,1939,2,1,4,0,0,9,0,0,0,90000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16011010,3,1973,2,2,4,0,0,4,0,0,1,250000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16011012,1,1960,1,0,4,0,0,3,0,0,1,325000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16011012,2,1962,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16011012,3,1988,1,2,7,0,1,1,0,0,3,450000,1,Sin Observación,1,4,43.60416666666666,0,0,1
16011012,4,1989,2,2,7,0,1,1,0,0,1,375000,1,Sin Observación,1,4,43.60416666666666,0,0,0
16011012,5,1987,1,3,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,43.60416666666666,0,0,0
16011018,1,1949,1,0,4,0,0,5,0,0,1,90000,1,,1,3,43.60416666666666,0,0,0
16011018,2,1949,2,1,3,0,0,9,0,0,0,90000,1,,1,2,43.60416666666666,0,0,0
16011018,3,1986,2,2,4,0,0,4,0,0,1,160000,1,,1,2,43.60416666666666,0,0,0
16011018,4,2007,2,3,2,3,0,14,0,0,0,0,0,,1,2,43.60416666666666,0,0,0
16011018,5,2009,2,3,2,2,0,14,0,0,0,0,0,,1,2,43.60416666666666,0,0,0
16039007,1,1969,1,0,4,0,0,4,0,0,1,325000,1,Sin Observación,1,1,43.60416666666666,0,0,0
16039007,2,1973,2,1,4,0,0,3,0,0,3,160000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16039007,3,1990,2,2,4,0,0,7,0,0,3,160000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16039007,4,1992,2,2,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16039007,5,1998,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16039007,6,1999,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16039007,7,2002,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16039007,8,1984,1,3,4,0,0,4,0,0,1,250000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16039007,9,2006,1,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16039007,10,2006,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16039007,11,2012,1,3,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,43.60416666666666,0,0,0
16039011,1,1975,1,0,3,0,0,3,0,0,1,375000,1,Sin Observación,1,4,43.60416666666666,0,0,0
16039011,2,1977,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16039011,3,1995,1,2,4,0,0,3,0,0,1,160000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16039011,4,2012,2,2,1,0,0,13,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16039012,1,1948,1,0,3,0,0,3,0,0,3,0,0,Sin Observación,1,3,43.60416666666666,0,0,0
16039012,2,1944,2,1,3,0,0,11,0,0,0,90000,1,ingreso corresponde a pension asistencial,1,3,43.60416666666666,0,0,0
16039014,1,1954,1,0,3,0,0,5,0,0,1,250000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16039014,2,1982,1,3,4,0,0,4,0,0,1,160000,1,Sin Observación,1,3,43.60416666666666,0,0,0
16039014,3,1951,2,3,3,0,0,11,0,0,0,0,0,Sin Observación,0,0,43.60416666666666,0,0,0
16039016,1,1938,2,0,3,0,0,11,0,0,0,160000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16039016,2,1967,2,2,7,0,1,1,0,0,1,90000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16039016,3,1974,2,2,5,0,1,4,0,0,1,325000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16039016,4,2009,2,3,2,2,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16039022,1,1972,2,0,3,0,0,6,0,0,1,160000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16039022,2,1992,2,2,4,0,0,12,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16039022,3,1969,2,3,3,0,0,6,0,0,2,90000,1,Sin Observación,1,3,43.60416666666666,0,0,0
16039022,4,1983,1,3,4,0,0,4,0,0,1,250000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16039022,5,1970,1,3,3,0,0,4,0,0,1,90000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16039022,6,1994,2,3,4,4,0,14,0,0,0,0,0,Sin Observación,1,4,43.60416666666666,0,0,0
16039022,7,1992,1,3,4,0,0,4,0,0,1,250000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16039023,1,1939,2,0,3,0,0,9,0,0,0,160000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16039023,2,1943,2,3,4,0,0,9,0,0,0,160000,1,Sin Observación,1,4,43.60416666666666,0,0,0
16039023,3,1975,1,3,7,0,1,4,0,0,1,250000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16047001,1,1940,2,0,3,0,0,9,0,0,0,90000,1,ingresos corresponden a una pension asistencial,1,2,43.60416666666666,0,0,0
16047001,2,1963,2,2,3,0,0,13,0,0,0,90000,1,es una pension asistencial,1,4,43.60416666666666,0,0,0
16047002,1,1953,2,0,4,0,0,11,0,0,0,250000,1,Sin Observación,1,4,43.60416666666666,0,1,0
16047003,1,1970,1,0,3,0,0,5,0,0,3,250000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16047003,2,1971,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,1,4,43.60416666666666,0,0,0
16047003,3,1982,2,3,4,0,0,4,0,0,1,250000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16047003,4,1986,1,3,3,0,0,5,0,0,3,250000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16047003,5,2002,1,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16047003,6,2009,2,3,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16047004,1,1987,1,0,4,0,0,4,0,0,1,250000,1,Sin Observación,1,2,43.60416666666666,0,0,1
16047004,2,1988,2,1,7,0,1,1,0,0,1,450000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16047005,1,1955,1,0,3,0,0,12,0,0,0,90000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16047005,2,1960,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,1,4,43.60416666666666,0,0,0
16047005,3,1980,1,2,3,0,0,5,0,0,1,160000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16047007,1,1957,1,0,4,0,0,4,0,0,1,250000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16047007,2,1949,2,1,4,0,0,11,0,0,0,90000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16047007,3,1996,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,1,43.60416666666666,0,0,0
16047007,4,2003,1,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16047007,5,2013,2,3,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,43.60416666666666,0,0,0
16047008,1,1957,2,0,4,0,0,4,0,0,1,250000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16047008,2,1976,1,2,4,0,0,4,0,0,1,250000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16047010,1,1959,1,0,4,0,0,3,0,0,3,250000,1,Sin Observación,1,5,43.60416666666666,0,0,0
16047010,2,1964,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16047010,3,2004,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16047010,4,1982,1,2,4,0,0,3,0,0,1,250000,1,Sin Observación,1,4,43.60416666666666,0,0,0
16047010,5,1980,2,3,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,43.60416666666666,0,0,0
16047010,6,2007,1,3,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16047010,7,2009,1,3,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16050055,1,1991,2,0,6,6,0,14,0,0,0,160000,1,tiene ingresos que le son aportados por sus padres pues es estudiante y arrienda,0,0,43.60416666666666,0,0,0
16050055,2,1991,2,4,6,6,0,14,0,0,0,160000,1,Sin Observación,1,3,43.60416666666666,0,1,0
16050055,3,1991,2,4,6,6,0,14,0,0,0,160000,1,Por error se ingreso esta etapa. la persona salió desde su direccion para tomar ,1,2,43.60416666666666,0,0,0
16050059,1,1943,1,0,4,0,0,9,0,0,0,375000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16050059,2,1941,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,0,0,43.60416666666666,0,0,0
16050901,1,1935,2,0,5,0,1,9,0,0,0,375000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16050902,1,1956,1,0,3,0,0,3,0,0,2,1000000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16050902,2,1957,2,1,4,0,0,3,0,0,1,1000000,1,Sin Observación,1,3,43.60416666666666,0,0,0
16050902,3,1986,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,8,43.60416666666666,0,0,0
16050902,4,1989,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,6,43.60416666666666,0,0,0
16050902,5,2008,2,3,2,3,0,14,0,0,0,0,0,Sin Observación,1,3,43.60416666666666,0,0,0
16050903,1,1983,2,0,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,43.60416666666666,0,0,0
16050903,2,1978,1,1,6,0,0,4,0,0,1,250000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16050903,3,2007,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,0,0,43.60416666666666,0,0,0
16050903,4,2012,1,2,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,43.60416666666666,0,0,0
16050903,5,1991,1,5,6,6,0,14,0,0,0,90000,1,sus ingresos son sportados por la familia paterna. Es un arrendatario en el hoga,0,0,43.60416666666666,0,0,0
16053001,1,1958,2,0,3,0,0,11,0,0,0,0,0,Sin Observación,1,7,43.60416666666666,0,0,0
16053001,2,1958,1,1,3,0,0,5,0,0,3,250000,1,Sin Observación,1,4,43.60416666666666,0,0,0
16053001,3,1990,1,2,4,0,0,5,0,0,3,250000,1,Sin Observación,1,6,43.60416666666666,0,0,0
16053002,1,1946,1,0,3,0,0,5,0,0,3,90000,1,Sin Observación,1,6,43.60416666666666,0,0,0
16053002,2,1951,2,1,3,0,0,11,0,0,0,90000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16053002,3,1988,1,3,4,0,0,4,0,0,1,160000,1,,1,2,43.60416666666666,0,0,0
16053002,4,2005,2,3,3,4,0,14,0,0,0,0,0,,1,2,43.60416666666666,0,0,0
16053009,1,1951,2,0,3,0,0,11,0,0,0,0,0,Sin Observación,0,0,43.60416666666666,0,0,0
16053009,2,1955,1,1,3,0,0,5,0,0,1,160000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16053009,3,1985,2,2,4,7,0,14,0,0,0,0,0,Sin Observación,0,0,43.60416666666666,0,0,0
16053009,4,2007,2,3,3,3,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16053017,1,1945,2,0,4,0,0,11,0,0,0,0,0,Sin Observación,0,0,43.60416666666666,0,0,0
16053017,2,1986,2,2,4,0,0,6,0,0,1,160000,1,Sin Observación,1,5,43.60416666666666,0,0,0
16053017,3,1978,1,3,5,0,1,5,0,0,1,325000,1,Sin Observación,1,5,43.60416666666666,0,0,0
16053017,4,2004,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16053018,1,1973,2,0,4,0,0,4,0,0,1,250000,1,Sin Observación,1,5,43.60416666666666,0,0,0
16053018,2,1974,1,1,4,0,0,4,0,0,1,250000,1,Sin Observación,1,4,43.60416666666666,0,0,0
16053018,3,2009,1,2,2,2,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16055009,1,1984,1,0,4,0,0,4,0,0,1,250000,1,Sin Observación,1,5,43.60416666666666,0,0,0
16055009,2,1980,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16055009,3,1997,2,3,4,4,0,14,0,0,0,0,0,Sin Observación,1,4,43.60416666666666,0,0,0
16055011,1,1939,2,0,3,0,0,11,0,0,0,0,0,Sin Observación,1,6,43.60416666666666,0,0,0
16055011,2,1982,2,3,4,0,0,6,0,0,1,160000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16055012,1,1951,1,0,4,0,0,5,0,0,2,375000,1,Sin Observación,1,4,43.60416666666666,0,0,0
16055012,2,1969,2,1,4,0,0,4,0,0,1,160000,1,Sin Observación,1,4,43.60416666666666,0,0,0
16055012,3,1990,2,2,5,7,0,14,0,0,0,0,0,Sin Observación,1,6,43.60416666666666,0,0,0
16055012,4,1991,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16055012,5,1997,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16055012,6,2010,1,3,2,2,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16055014,1,1938,2,0,3,0,0,9,0,0,0,90000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16055014,2,1971,2,2,4,0,0,3,0,0,1,250000,1,Sin Observación,1,1,43.60416666666666,0,0,0
16055018,1,1969,1,0,4,0,0,3,0,0,1,160000,1,Sin Observación,1,4,43.60416666666666,0,0,0
16055018,2,1973,2,1,4,0,0,4,0,0,1,250000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16055018,3,1993,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,3,43.60416666666666,0,0,0
16055018,4,2002,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16055018,5,2011,1,2,2,2,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16067004,1,1958,1,0,4,0,0,4,0,0,1,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16067004,2,1966,2,1,4,0,0,4,0,0,2,90000,1,Sin Observación,1,7,43.60416666666666,0,0,0
16067004,3,1990,1,2,5,7,0,14,0,0,0,0,0,Sin Observación,0,0,43.60416666666666,0,0,0
16067004,4,1994,1,2,4,0,0,4,0,0,1,0,0,Sin Observación,1,4,43.60416666666666,0,0,1
16067004,5,1998,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,43.60416666666666,0,0,0
16067004,6,2001,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16067004,7,2004,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16067008,1,1984,1,0,4,0,0,4,0,0,1,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16067008,2,1988,2,1,4,0,0,11,0,0,0,90000,1,Sin Observación,1,4,43.60416666666666,0,0,1
16067008,3,2005,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16067008,4,1954,2,3,4,0,0,11,0,0,0,90000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16067011,1,1935,1,0,3,0,0,9,0,0,0,90000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16067011,2,1972,2,2,6,0,0,3,1,3,1,250000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16067011,3,1973,1,3,5,0,1,1,0,0,1,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16067011,4,2010,1,3,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,43.60416666666666,0,0,0
16067012,1,1935,2,0,3,0,0,11,0,0,0,160000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16067012,2,1983,2,3,4,0,0,6,0,0,3,30000,1,no pertenece al hogar,0,0,43.60416666666666,0,0,0
16067012,3,1993,2,3,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,43.60416666666666,0,0,0
16067012,4,1963,2,4,7,0,1,1,0,0,1,450000,1,,1,2,43.60416666666666,0,0,0
16067012,5,2005,2,4,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16067012,6,2007,1,4,1,0,0,13,0,0,0,0,0,,0,0,43.60416666666666,0,0,0
16067014,1,1989,1,0,4,0,0,5,0,0,1,0,0,Sin Observación,1,3,43.60416666666666,0,0,0
16067014,2,1987,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,43.60416666666666,0,0,0
16067014,3,1984,1,2,4,0,0,4,0,0,1,160000,1,Sin Observación,1,1,43.60416666666666,0,0,0
16067014,4,2009,2,2,2,2,0,14,0,0,0,0,0,Sin Observación,1,2,43.60416666666666,0,0,0
16086001,1,1936,1,0,4,0,0,9,0,0,0,375000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16086001,2,1955,2,1,4,0,0,11,0,0,0,30000,1,Sin Observación,1,2,43.60416666666666,0,1,0
16086001,3,1980,1,2,5,0,1,3,1,3,1,325000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16086004,1,1931,2,0,3,0,0,9,0,0,0,250000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16086005,1,1940,1,0,3,0,0,3,0,0,1,160000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16086005,2,1942,2,1,4,0,0,11,0,0,0,90000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16086005,3,1966,2,2,7,0,1,1,0,0,2,375000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16086006,1,1949,1,0,3,0,0,9,0,0,0,30000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16086006,2,1946,2,1,3,0,0,11,0,0,0,250000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16086006,3,1989,2,5,6,6,0,14,0,0,0,30000,1,no pertenece al hogar es estudiante arrienda en el lugar,0,0,43.60416666666666,0,1,0
16086006,4,1990,2,5,6,6,0,14,0,0,0,0,0,Sin Observación,0,0,43.60416666666666,0,0,0
16086007,1,1946,2,0,3,0,0,9,0,0,0,325000,1,Sin Observación,1,2,43.60416666666666,0,0,0
16086008,1,1937,2,0,4,0,0,11,0,0,0,250000,1,Sin Observación,1,3,43.60416666666666,0,0,0
16086008,2,1964,2,2,4,0,0,11,0,0,0,30000,1,Sin Observación,1,3,43.60416666666666,0,1,0
16086008,3,1980,1,3,4,0,0,4,0,0,1,160000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16086013,1,1945,2,0,3,0,0,9,0,0,0,250000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16086013,2,1972,2,2,5,0,1,3,0,0,2,90000,1,Sin Observación,1,3,43.60416666666666,0,0,0
16086014,1,1937,2,0,4,0,0,9,0,0,0,325000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16086014,2,1968,1,2,7,0,1,1,0,0,1,250000,1,Sin Observación,0,0,43.60416666666666,0,0,0
16086014,3,1976,1,2,5,0,1,4,0,0,1,325000,1,Sin Observación,1,5,43.60416666666666,0,0,0
16086014,4,1984,2,2,5,0,1,4,0,0,1,450000,1,Sin Observación,1,5,43.60416666666666,0,0,0
17008007,1,1955,1,0,4,0,0,5,0,0,1,325000,1,Doña Marta me explica q a su marido en la mañana lo pasan a buscar en la camione,1,4,25.409836065573767,0,0,0
17008007,2,1958,2,1,4,0,0,5,0,0,2,90000,1,Sin Observación,1,4,25.409836065573767,0,0,0
17008007,3,1985,1,2,5,0,0,5,0,0,1,325000,1,Sin Observación,1,5,25.409836065573767,0,0,1
17008010,1,1951,1,0,3,0,0,3,0,0,1,325000,1,Sin Observación,1,5,25.409836065573767,0,0,0
17008010,2,1962,2,1,6,0,0,11,0,0,0,0,0,Sin Observación,1,5,25.409836065573767,0,0,0
17008010,3,1996,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,10,25.409836065573767,0,0,0
17008011,1,1942,1,0,3,0,0,9,0,0,0,160000,1,Sin Observación,1,2,25.409836065573767,0,0,0
17008012,1,1947,2,0,5,0,1,9,0,0,0,160000,1,Sin Observación,1,2,25.409836065573767,0,0,0
17008012,2,1985,2,2,5,7,0,14,0,0,0,160000,1,Sin Observación,1,3,25.409836065573767,0,1,0
17008012,3,1987,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,25.409836065573767,0,0,0
17008012,4,1986,1,2,7,0,1,12,0,0,0,250000,1,Sin Observación,1,3,25.409836065573767,0,0,0
17008012,5,1973,2,2,4,0,0,5,0,0,1,250000,1,Sin Observación,1,5,25.409836065573767,0,0,0
17008017,1,1921,1,0,3,0,0,9,0,0,0,160000,1,Sin Observación,0,0,25.409836065573767,0,0,0
17008017,2,1958,2,2,4,0,0,5,0,0,1,160000,1,Sin Observación,1,2,25.409836065573767,0,0,0
17008017,3,1980,1,3,7,0,1,1,0,0,1,250000,1,Sin Observación,1,2,25.409836065573767,0,0,0
17008017,4,2007,1,3,3,2,0,14,0,0,0,0,0,Sin Observación,1,2,25.409836065573767,0,0,0
17008017,5,1956,1,3,4,0,0,5,0,0,1,250000,1,Sin Observación,1,4,25.409836065573767,0,0,0
17008017,6,1988,1,3,5,0,1,1,0,0,1,90000,1,Sin Observación,0,0,25.409836065573767,0,0,0
17011007,1,1978,1,0,7,0,0,5,0,0,1,250000,1,Sin Observación,1,2,25.409836065573767,0,0,1
17011007,2,1986,2,1,7,0,1,1,0,0,1,250000,1,Sin Observación,1,4,25.409836065573767,0,0,0
17011010,1,1921,2,0,1,0,0,9,0,0,0,90000,1,Sin Observación,0,0,25.409836065573767,0,0,0
17011010,2,1971,2,2,6,0,0,5,0,0,1,160000,1,Sin Observación,1,2,25.409836065573767,0,0,0
17011011,1,1934,2,0,4,0,0,9,0,0,0,90000,1,Sin Observación,0,0,25.409836065573767,0,0,0
17011011,2,1964,2,2,7,0,1,5,0,0,1,250000,1,Sin Observación,1,4,25.409836065573767,0,0,0
17011032,1,1970,1,0,7,0,1,3,0,0,1,375000,1,Sin Observación,1,6,25.409836065573767,0,0,0
17011032,2,1967,2,1,7,0,1,3,1,1,1,325000,1,Sin Observación,1,4,25.409836065573767,0,0,0
17011032,3,1997,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,25.409836065573767,0,0,0
17011032,4,2004,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,25.409836065573767,0,0,0
17011034,1,1936,2,0,4,0,0,9,0,0,0,160000,1,Sin Observación,0,0,25.409836065573767,0,0,0
17011034,2,1978,1,2,7,0,1,1,0,0,3,160000,1,Sin Observación,1,4,25.409836065573767,0,0,0
17018005,1,1986,1,0,5,0,1,1,0,0,1,250000,1,Sin Observación,1,9,25.409836065573767,0,0,0
17018005,2,1989,2,1,6,0,0,12,0,0,0,0,0,Sin Observación,1,6,25.409836065573767,0,0,0
17018005,3,2007,2,2,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,25.409836065573767,0,0,0
17018005,4,2012,1,2,2,2,0,14,0,0,0,0,0,Sin Observación,1,2,25.409836065573767,0,0,0
17018006,1,1992,1,0,4,0,0,5,0,0,1,250000,1,Sin Observación,1,8,25.409836065573767,0,0,0
17018006,2,1994,2,1,6,0,0,7,0,0,2,160000,1,Sin Observación,1,5,25.409836065573767,0,0,0
17018006,3,2010,2,2,2,2,0,14,0,0,0,0,0,Sin Observación,1,4,25.409836065573767,0,0,0
17018011,1,1992,1,0,4,0,0,5,0,0,1,250000,1,Sin Observación,0,0,25.409836065573767,0,0,0
17018011,2,1994,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,6,25.409836065573767,0,0,0
17018021,1,1950,2,0,4,0,0,11,0,0,0,90000,1,Sin Observación,1,2,25.409836065573767,0,0,0
17018021,2,1971,1,2,4,0,0,3,1,1,2,160000,1,Sin Observación,1,2,25.409836065573767,0,0,0
17029001,1,1941,2,0,4,0,0,11,0,0,0,90000,1,,1,2,25.409836065573767,0,0,0
17029001,2,1924,1,1,3,0,0,9,0,0,0,90000,1,,0,0,25.409836065573767,0,0,0
17029003,1,1947,1,0,3,0,0,9,0,0,0,0,0,Sin Observación,1,2,25.409836065573767,0,0,0
17029003,2,1948,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,25.409836065573767,0,0,0
17029003,3,1977,2,2,7,0,1,1,0,0,1,0,0,Sin Observación,1,2,25.409836065573767,0,0,0
17029003,4,1975,1,3,4,0,0,5,0,0,1,325000,1,Sin Observación,1,2,25.409836065573767,0,0,0
17029003,5,2002,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,25.409836065573767,0,0,0
17029005,1,1933,1,0,3,0,0,9,0,0,0,250000,1,Sin Observación,1,2,25.409836065573767,0,0,0
17029005,2,1937,2,1,4,0,0,11,0,0,0,90000,1,Sin Observación,1,2,25.409836065573767,0,0,0
17029010,1,1925,1,0,3,0,0,9,0,0,0,0,0,Sin Observación,1,2,25.409836065573767,0,0,0
17029010,2,1929,2,1,4,0,0,11,0,0,0,160000,1,Sin Observación,1,2,25.409836065573767,0,0,0
17029012,1,1957,2,0,5,0,1,1,0,0,1,250000,1,Sin Observación,1,2,25.409836065573767,0,0,0
17029012,2,1956,1,1,5,0,1,1,0,0,1,325000,1,Sin Observación,1,4,25.409836065573767,0,0,0
17029012,3,1991,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,25.409836065573767,0,0,0
17029013,1,1977,1,0,5,0,0,5,0,0,1,250000,1,Sin Observación,0,0,25.409836065573767,0,0,0
17029013,2,1974,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,0,0,25.409836065573767,0,0,0
17029013,3,2004,1,2,3,4,0,14,0,0,0,0,0,No fue ese dia a clases porque fue a un funeral de un familiar.,1,1,25.409836065573767,0,0,0
17029013,4,2012,2,2,1,0,0,13,0,0,0,0,0,,1,1,25.409836065573767,0,0,0
17029900,1,1956,1,0,4,0,0,5,0,0,1,160000,1,,1,2,25.409836065573767,0,0,0
17029900,2,1981,2,1,4,0,0,11,0,0,0,0,0,,1,2,25.409836065573767,0,0,0
17029900,3,2006,2,2,3,4,0,14,0,0,0,0,0,VALENTINA ESE DIA  NO FUE A CLASES POR QUE  NO TUBIERON POR QUE SE CELEBRABA EL ,1,2,25.409836065573767,0,0,0
17029901,1,1940,2,0,3,0,0,9,0,0,0,160000,1,Rechazo en caracterización de hogar,1,3,25.409836065573767,0,0,0
17029901,2,1992,1,3,6,6,0,14,0,0,0,0,0,Rechazo en caracterización de hogar,1,2,25.409836065573767,0,0,0
17029901,3,1992,1,3,6,6,0,14,0,0,0,0,0,Rechazo en caracterización de hogar,1,1,25.409836065573767,0,0,0
