IDFolio,IDNumVehiculo,TipoVehiculo,IDMarca,AgnoFabricacion,Cilindrada,TipoMotor,SelloVerde,VehiculoEmpresa,TieneTag,trabajo,Modelo
29034905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29040008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29040010,24,1,71,2011,1200,1,1,2,2,2,SPARK               
29040013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29040018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29045004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29045007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29045008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29045017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29050005,25,1,279,1991,1600,1,2,2,2,2,405                 
29050010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29050011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29050016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29056001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29056013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29056016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29056017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29061902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29061903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29061904,87,1,71,2011,1100,1,1,2,2,2,SPART               
29061906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29063901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29063902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29063903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29063904,86,1,250,2001,1600,1,1,2,2,2,LANGERGLI           
29065011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29065014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29065015,89,1,71,2008,1600,1,1,2,2,2,CORSA               
29065016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29066012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29066023,81,1,71,2010,1300,1,1,2,2,2,SPARK               
29066027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29066028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29068007,82,1,356,2012,1600,1,1,2,2,2,SEDAN               
29068009,83,1,71,1997,1600,1,1,2,2,2,CORSA               
29068014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29068017,112,1,110,2009,1200,1,1,2,2,2,PALIO               
29074002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29074005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29074007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
29074014,23,1,317,2013,1600,1,1,2,2,2,SM3                 
30001013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
30001017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
30001018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
30001019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
30004006,25,3,242,1999,2400,2,2,2,2,2,Doble traccion      
30004014,23,3,250,2001,2200,2,2,2,2,2,L1200               
30004015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
30004901,109,1,269,2004,1600,1,1,2,2,2,v16                 
30007031,111,1,71,2013,1400,1,1,2,2,2,SAIL                
30007033,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
30007034,112,1,279,2004,2500,2,1,2,2,2,3008                
30007080,127,1,352,2001,1600,1,1,2,2,2,LEGACY              
31006001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31006003,12,1,367,1996,1600,1,2,2,2,2,TERCEL              
31006008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31006010,7,1,71,2010,1000,1,1,2,2,2,ESPARTK             
31011007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31011008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31011017,13,3,412,2013,1300,1,1,2,2,2,GEEP                
31011019,14,6,356,2013,1400,1,1,2,2,2,APV                 
31017003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31017007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31017011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31017012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31024009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31024010,82,5,75,2010,1400,2,2,2,2,2,Berlingo            
31024022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31024023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31027003,8,3,71,2005,1800,1,2,2,2,2,LUV                 
31027008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31027010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31027017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31036003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31036004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31036011,31,1,367,2000,1600,1,1,2,2,2,yaris               
31036013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31041003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31041004,9,1,356,2000,1600,1,1,2,2,2,BALENO              
31041007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31041008,11,1,243,1988,3000,1,2,2,2,2,300E                
31046001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31046002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31046005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31046006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31054002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31054004,40,3,352,2006,2500,1,1,2,2,2,baja                
31054004,41,1,166,2011,1500,1,1,2,2,2,Accent              
31054005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31054010,30,1,367,2000,1600,1,1,2,2,2,Yaris               
31059004,28,1,71,2005,1600,1,1,2,2,2,antra               
31059007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31059008,29,1,83,2005,1600,1,1,2,2,2,                    
31059009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31059012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31060902,96,1,352,1997,2000,1,2,2,2,-1,Legacy              
31060903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31060904,97,1,279,1999,0,1,2,2,2,2,?                   
31060905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31062005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31062013,27,1,166,2005,1300,1,1,2,2,2,jetz                
31062014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31062035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31067002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31067010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31067014,62,1,197,2009,1100,1,1,2,2,2,MORNING             
31067016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31073001,61,1,71,1990,1400,1,2,2,2,2,CHEVETT             
31073002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31073003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
31073005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
32001001,143,3,269,2010,2400,2,1,2,2,2,Navara              
32001001,144,1,71,2012,1400,1,1,2,2,2,Aveo                
32001007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
32001901,98,3,118,2002,2300,2,2,2,2,2,Ranger              
32001903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
32022002,96,1,83,1960,1800,1,2,2,2,2,LEMANN              
32022004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
32022006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
32022014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
32024013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
32024017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
32024019,68,4,166,1997,2500,2,1,2,2,2,h100                
32024020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
32030902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
32030903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
32030904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
32030905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
33001902,27,1,352,2009,1400,1,1,2,2,2,INGIS               
33001903,28,1,367,2012,2000,1,1,2,2,2,URBAN               
33001904,29,1,71,1998,2200,1,1,2,2,2,2200                
33001905,51,1,197,2005,1400,1,1,2,2,2,rio                 
33005001,35,1,118,2010,2400,1,1,2,2,2,XX                  
33005003,32,1,197,2013,1400,1,1,2,2,2,RIO                 
33005003,33,1,197,2009,1000,1,1,2,2,2,MORNING             
33005004,34,1,91,2013,1600,1,1,2,2,2,H30 CROSS           
33005007,31,1,118,2010,1600,1,1,2,2,2,fiesta              
33009001,117,1,279,2007,1600,1,1,2,2,2,304                 
33009003,118,1,356,2009,1300,1,1,2,2,2,AERIO               
33009004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
33009009,109,1,367,2005,1300,1,1,2,2,2,YARIS               
33015007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
33015024,39,1,356,1982,800,1,2,2,2,2,fronte              
33015026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
33015027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
33018017,36,1,110,2004,1600,1,1,2,2,2,palio               
33018017,49,1,197,2011,1400,1,1,2,2,2,morning             
33018022,44,1,166,2000,1600,1,1,2,2,2,accent              
33018029,37,3,71,2005,2200,2,1,2,2,2,luv                 
33018031,38,3,71,1994,2300,1,2,2,2,2,luv                 
33020003,40,1,352,1993,1800,1,2,2,2,2,legasy              
33020013,41,1,324,2005,1400,1,1,2,2,2,nn                  
33020901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
33020902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
33030002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
33030005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
33030006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
33030009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34002020,78,1,356,1993,1600,1,2,2,2,2,vitara              
34002901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34002902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34002903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34003018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34003020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34003025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34003026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34008040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34008901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34008902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34008903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34011005,35,1,71,2012,1200,1,1,2,2,2,SPARK GT            
34011007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34011008,36,1,269,2009,1600,1,1,2,2,-1,V 16                
34011011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34014006,34,3,71,2009,3500,1,1,2,2,2,DIMAC               
34014014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34014023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34014028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34018029,37,1,269,1996,1600,1,1,2,2,2,V 16                
34018033,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34018035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34018037,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34021913,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34021914,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34021915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34021916,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
34029023,42,1,279,2005,1600,1,1,2,2,2,206                 
34029023,43,3,269,2012,2500,2,1,-1,-1,-1,TERRANO             
34029038,47,3,367,2013,2000,1,1,2,2,2,RAV 4               
34029046,44,1,166,2012,1400,1,1,2,-1,2,ACCENT              
34029049,45,1,166,2013,800,1,1,2,2,2,EON                 
34030010,41,3,166,1998,1600,1,1,2,-1,2,TUCSON              
34030022,40,1,317,2008,1600,1,1,2,2,2,SM3                 
34030024,38,1,166,2007,1600,1,1,2,2,2,elantra             
34030024,39,3,71,2007,1800,1,1,2,2,2,MONTANA             
34030030,46,1,166,1992,1600,1,2,2,2,2,1992                
35002018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35002021,118,3,269,2011,2500,2,1,-1,-1,-1,navara              
35002021,155,1,269,2013,1600,1,1,2,2,2,MARCH               
35002022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35002027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35011901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35011911,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35011919,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35011921,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35017028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35017926,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35017927,36,1,279,2005,1600,1,1,2,2,2,206                 
35017928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35019922,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35019923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35019924,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35019925,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35023002,34,1,367,1998,1500,1,1,2,2,2,tercel              
35023004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35023005,35,3,269,1999,2700,2,1,2,2,2,terrano             
35023011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35027902,117,1,356,2004,1600,1,1,2,2,2,aerio               
35027902,154,1,367,2007,1600,1,1,2,2,-1,yaris               
35027903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35027904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35027905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35030015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35030024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35030026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35030027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35035001,98,1,197,2005,1500,1,1,2,2,2,RIO                 
35035901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35039901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35039902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35039903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35039904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35047003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35047006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35047901,104,1,71,2000,1800,1,1,2,-1,2,CORSA               
35047902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35053004,93,3,71,1998,2300,1,2,2,2,2,LUV                 
35053011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35053026,95,1,356,1998,1600,1,2,2,2,-1,Baleno              
35053027,94,1,110,1991,1100,1,2,2,2,2,SMART               
35058010,103,3,71,2007,1800,1,1,2,2,2,corsa               
35058010,104,3,71,2010,2300,1,1,2,2,2,S10                 
35058010,168,3,118,2006,1600,2,1,2,2,2,Eco Sport           
35058014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35058018,101,3,269,2011,2300,2,1,-1,2,-1,Terrano             
35058019,102,1,356,2010,1400,1,1,2,2,2,?                   
35064006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35064011,107,3,242,2007,2200,2,2,2,2,-1,BT50                
35064011,108,1,71,2007,2000,2,2,2,2,2,Captiva             
35064014,109,1,269,2009,1600,4,1,-1,2,-1,V16                 
35064016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35068019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35068021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35068022,57,3,367,1988,1800,1,2,2,2,2,hilux               
35068032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35070001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35070003,80,1,352,1995,1600,1,1,2,2,2,Sedan               
35070012,81,1,352,1996,1200,1,2,2,2,2,Maruti              
35070015,100,3,71,2005,5300,1,1,-1,2,-1,SILVERADO           
35070015,101,3,356,2008,1600,1,1,-1,2,-1,GRAN VITARA         
35070015,102,3,182,1977,5000,2,2,2,2,-1,CHEROKEE            
35070015,103,8,174,1975,140,2,2,-1,2,-1,4X4                 
35070901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35077004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35077005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35077006,61,1,242,2000,1800,1,1,2,2,2,artis               
35077006,62,1,352,1992,1600,1,2,2,2,2,loyale              
35077007,58,1,279,2013,1600,2,1,2,2,2,301                 
35077007,59,3,96,2012,2000,1,1,2,2,2,oting               
35077007,60,1,269,2011,1600,4,1,2,2,-1,tida                
35092901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35092902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35092903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35092904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35093901,37,1,269,1992,1600,1,2,2,2,2,V16                 
35093902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35093903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35093904,38,1,86,1982,1800,1,2,2,2,2,bluebird            
35101902,88,1,269,1998,2000,1,1,2,2,2,Primera             
35101903,89,3,110,1993,1600,2,2,2,2,-1,FIORINO             
35101903,90,3,118,2006,2800,1,1,2,2,2,RANNER              
35101904,91,1,71,2013,1400,1,1,2,2,2,SAID                
35101905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35102007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35102008,47,1,71,2002,1800,1,1,2,2,2,corsa evo           
35102012,48,1,367,2007,1300,1,1,2,2,2,yaris               
35102013,49,1,279,2005,1600,1,1,2,2,2,206                 
35105003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35105005,46,3,71,1995,2200,1,2,2,2,2,s10                 
35105007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
35105008,44,1,356,2007,800,1,1,2,2,2,alto                
35105008,45,3,250,1992,2500,2,2,2,2,2,montero             
35105013,99,3,71,2009,3000,2,1,2,2,-1,Dimax               
35105020,96,1,269,1992,1600,1,2,2,2,2,Sentra              
36004007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
36004008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
36004009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
36004012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
37012003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
37012005,23,1,269,2012,1600,1,1,2,2,2,Tidda               
37012007,83,1,166,2002,1000,1,1,2,2,-1,ATOS                
37012008,24,1,118,2007,1600,1,1,2,2,2,Fiesta              
37012008,25,3,166,2000,2500,2,2,2,2,2,Galoper             
37015009,31,3,356,2007,1600,1,1,2,2,2,Gran Vitara         
37015009,32,3,279,2013,1800,2,1,2,2,2,Parnet              
37015012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
37015016,36,1,269,2011,1600,1,1,2,2,2,Tida Sport          
37015901,33,3,356,1999,1300,1,2,2,2,-1,Samurai             
37015901,34,1,118,2002,1300,1,1,2,2,2,KA                  
37016005,35,3,302,2013,1600,1,1,2,2,2,Duster              
37016007,86,3,356,2007,1300,1,2,2,2,2,Jymny               
37016010,19,1,367,2013,1400,1,1,2,2,2,Yaris               
37016017,22,1,176,2013,1600,1,1,2,2,-1,                    
37022025,58,1,197,1995,1100,1,2,2,2,2,Pop                 
37022901,57,1,269,1998,1600,1,2,2,2,-1,V16                 
37022902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
37022903,59,3,95,2013,3600,1,2,-1,2,-1,DURANGO             
37027901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
37027902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
37027904,74,3,71,1997,2300,1,2,2,2,2,LUV                 
37027904,75,8,118,1960,292,1,2,-1,2,-1,F600                
37027905,78,1,352,1995,1800,1,2,2,2,2,Legacy              
37032901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
37032902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
37032903,73,1,71,2013,1400,1,1,2,2,2,Sail                
37032907,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
37037901,72,1,197,2008,1200,1,1,2,2,2,Rio 5               
37037902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
37037904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
37037906,106,1,352,1990,1800,1,2,2,2,2,LEGACY              
37040106,66,1,71,2005,1600,1,1,2,2,2,Corsa               
37040115,67,3,242,2010,2500,2,1,-1,2,-1,BT                  
37040115,68,2,195,2010,200,1,1,2,2,2,Super Ligth 200     
37040901,64,1,110,2004,1600,1,1,2,2,2,PALIOT              
37040901,65,3,141,2010,2000,1,1,2,2,2,                    
37040902,69,3,71,2008,2000,1,1,2,2,-1,                    
37047904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
37047905,61,1,269,1992,1600,1,2,2,2,2,Sentra Station      
37047905,62,1,269,2006,1600,1,1,2,2,-1,V16 Saloon          
37047906,76,1,208,1995,1500,1,2,2,2,2,Samara              
37047906,77,3,182,2002,1600,1,1,2,2,2,Gran Vitara         
37047907,63,3,83,2008,2400,1,1,2,2,2,                    
37047908,108,1,71,2010,1400,1,1,2,2,2,SAIL                
37058007,39,1,243,2012,1500,1,1,2,2,2,                    
37058012,49,1,279,2013,2200,2,1,-1,2,2,508                 
37058031,41,3,71,2012,2000,1,1,2,2,2,silverado           
37058031,42,1,71,2013,1600,1,1,2,2,2,Sonic               
37058902,40,1,166,2010,1400,1,1,2,2,2,ARSEN               
37058903,46,1,243,2009,5500,1,1,2,2,2,E500                
37058903,54,1,118,2013,4700,1,1,2,-1,2,Explorer            
37058903,55,1,71,1997,2400,1,1,2,2,2,Cavalier            
37058903,56,1,91,2013,1600,1,1,2,2,2,H30 Cross           
37058904,47,1,367,2004,1600,1,1,2,2,2,COROLLA             
37058904,48,3,269,2011,2400,2,1,-1,-1,-1,TERRANO             
38001006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
38001017,57,3,367,2007,2400,1,1,2,2,2,Rav4                
38001050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
38001901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
38003003,48,1,352,1997,1600,1,1,2,2,2,impresa             
38003006,52,1,242,2011,1600,1,1,2,-1,2,2                   
38003008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
38008901,96,1,243,2011,2000,1,1,2,2,2,                    
38008901,97,1,118,1986,1600,1,2,2,2,2,                    
38008902,98,1,317,2010,2200,1,1,2,2,2,                    
38008903,99,1,166,2009,2000,1,1,2,-1,2,Elantra             
38008903,100,1,21,2010,3000,2,1,2,-1,2,A6                  
38008904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
38008906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
38008907,101,1,367,2011,1600,1,1,2,-1,2,yaris               
38008907,102,1,384,2003,1600,1,1,2,-1,2,Scoda               
39001004,92,3,71,2007,2300,1,2,2,2,2,lux                 
39001901,93,1,367,2010,1800,1,2,2,2,2,yaris               
39002901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
39002902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
39003901,47,5,197,1999,2700,2,1,2,2,2,Besta               
39003902,49,1,274,1997,1400,1,1,2,2,2,corsa eco           
39003904,53,1,279,2000,1600,1,1,2,2,2,306                 
39007901,106,3,118,1996,2300,1,2,2,2,-1,ranger              
39007901,107,1,118,2012,1600,1,1,2,2,2,eco sport           
39007902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
39007903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
39007905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
39007906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
39007907,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
39010103,44,1,197,1999,1500,1,1,2,2,2,Avella II           
39010902,43,1,269,2002,1600,1,1,2,2,2,Sentra              
39010904,45,1,356,2008,800,1,2,2,2,2,Alto                
39010905,46,1,269,2008,0,1,1,2,2,2,                    
39011026,98,1,279,2009,1900,1,1,2,2,2,207                 
40001003,112,6,73,2000,1900,1,1,2,2,2,GRAN CARAVAN        
40001003,113,3,269,2013,1900,1,1,2,2,2,CASKY               
