IDFolio,IDNumVehiculo,TipoVehiculo,IDMarca,AgnoFabricacion,Cilindrada,TipoMotor,SelloVerde,VehiculoEmpresa,TieneTag,trabajo,Modelo
15006004,89,1,166,2006,1600,1,1,2,2,2,antra               
15006006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15006007,113,1,71,2011,1400,1,1,2,2,2,SAIL                
15006026,107,1,71,2009,1600,1,1,2,2,2,corsa               
15007001,107,1,166,2010,1300,1,1,2,2,2,ACCENT              
15007005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15007006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15007011,102,1,71,2007,1200,1,1,2,2,2,spark               
15011005,95,1,279,2005,1600,1,1,2,2,2,307                 
15011011,85,1,269,2012,2000,1,1,2,2,2,qashqai             
15011025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15011028,123,1,274,2005,1300,1,1,2,2,2,corsa               
15014009,9,3,71,2006,2200,1,1,2,2,2,colorado            
15014010,11,1,367,2013,1600,1,1,2,2,2,corola              
15014011,10,1,166,2005,1,1,1,2,2,2,accent              
15021004,20,1,269,2011,1600,1,1,2,2,2,tida                
15021005,19,3,71,2012,2500,2,1,2,2,2,sportage pro        
15021009,30,1,166,2011,1600,1,1,2,2,2,accent              
15021009,43,1,197,2012,1600,1,1,2,2,2,morning             
15021013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15025015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15030007,17,1,347,2006,3000,2,1,2,2,2,mosso               
15030009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15030012,16,1,279,2000,1600,1,1,2,2,2,206                 
15030020,15,1,279,2012,2000,1,1,2,2,2,3008                
16002030,104,3,71,1996,2200,1,1,2,2,2,s10                 
16002127,103,1,269,2012,1600,1,1,2,2,2,tida                
16002149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16002162,102,1,197,2011,1600,1,1,2,2,2,rio                 
16003006,111,1,197,2010,1600,1,1,2,2,2,morning             
16003006,112,2,156,2009,125,1,1,2,2,2,elit                
16003019,109,1,71,2011,1400,1,1,2,2,2,sparkt              
16003019,116,3,242,2011,2500,1,1,2,2,2,bt-50               
16003023,108,1,71,2008,1600,1,1,2,2,2,corsa               
16003028,107,1,242,2013,1800,1,1,2,2,2,3                   
16004002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16004003,97,1,166,2010,1100,1,1,2,2,2,i10                 
16004020,98,1,317,2012,1600,1,1,2,2,2,sm3                 
16004063,99,1,367,2010,1600,1,1,2,2,2,yaris               
16004064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16010012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16010015,33,1,75,2002,2000,1,1,2,2,2,xantia              
16010021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16010901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16015001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16015004,100,1,279,2009,1600,1,1,2,2,2,308                 
16015013,101,1,243,1981,2000,1,2,2,2,2,280                 
16015014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16022011,28,3,242,2000,2200,2,1,2,2,2,V2500               
16022011,43,8,1,1995,0,2,2,2,2,-1,FL80                
16022014,27,1,367,1998,1300,1,1,2,2,2,ESTARLE             
16022021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16022024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16025016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16025018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16025020,34,1,71,2010,1600,1,1,2,2,2,CORSA               
16025022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16028008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16028025,31,1,356,2006,2000,1,1,2,2,2,GRAN NOMADE         
16028043,32,1,269,2011,1600,1,1,2,2,2,MARCH               
16028044,60,1,118,2012,1200,1,1,2,2,2,focus               
16032002,15,1,71,2012,1600,1,1,2,2,2,SONYC               
16032002,38,3,166,2012,2200,1,1,2,2,2,SANTA FE            
16032003,13,1,182,2013,3700,1,1,2,2,2,LAREDO              
16032003,14,1,95,2013,2000,1,1,2,2,2,DART                
16032004,9,1,166,2006,1600,1,1,2,2,2,matrix              
16032004,10,1,166,2008,1600,1,1,2,2,2,ACCENT              
16032007,11,1,269,2012,1600,1,1,2,2,2,CASCAI              
16032007,12,1,242,2008,1600,1,1,2,2,2,2                   
16039003,3,5,279,2010,1600,2,1,-1,2,-1,Expert              
16039003,4,1,71,2005,1200,1,1,2,2,2,Aveo                
16039003,5,2,156,2009,1000,1,2,2,2,2,150cc               
16039013,6,1,71,2010,1300,1,1,2,2,2,aveo                
16039013,7,8,122,1996,220,2,1,2,-1,2,Fl80                
16039013,8,1,118,1997,1300,1,1,2,2,2,Euro Escort         
16039018,11,1,367,2006,1300,1,1,2,2,2,Corolla             
16042013,99,4,197,2001,2000,2,2,2,2,-1,BESTA               
16042013,100,4,166,2006,2000,2,2,2,2,-1,H-1                 
16042013,101,3,166,2012,2000,2,2,2,2,2,SKORPIO             
16042016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16042019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16042020,113,1,356,2009,1200,1,1,2,2,2,CELERIO             
16043004,16,1,367,2009,1600,1,1,2,2,2,YARIS               
16043004,17,6,138,2012,2000,1,1,2,2,2,SUV                 
16043006,19,6,138,2011,2000,1,1,2,2,2,habal               
16043012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16043013,18,1,242,2011,1600,1,1,2,2,2,3                   
16047004,174,1,71,2005,2000,1,1,2,2,2,Equinox             
16047006,173,1,156,2004,1600,1,1,2,2,2,Civic               
16047009,170,3,347,2008,2000,2,1,2,2,2,Action              
16047015,166,1,317,2011,1600,1,1,2,2,-1,SM3                 
16047015,167,1,269,2000,1600,1,1,2,2,2,Sentra 2            
16047017,169,1,302,2008,1600,1,1,2,2,2,Logan Sedan         
16047019,171,1,197,2006,1400,1,1,2,2,2,Rio                 
16052005,25,1,208,1997,1500,1,1,2,2,2,SAMARA              
16052017,26,1,71,2008,1600,1,1,2,2,2,SPARK               
16052020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16052025,27,1,75,2011,1500,1,1,2,2,2,C3                  
16056001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16056016,20,1,242,2010,1600,1,1,2,2,2,3                   
16056017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16056020,22,1,367,2008,1600,1,1,2,2,2,COROLLA             
16056020,23,1,213,1977,2000,1,2,2,2,2,SANTANA             
16061011,51,3,269,2009,1200,1,1,-1,2,-1,Terrano             
16061012,19,1,166,2012,1300,2,1,2,2,2,Santa Fe            
16061012,20,3,242,2010,1300,2,1,2,2,2,VT50                
16061018,17,3,166,2010,1300,1,1,2,2,2,Terracan            
16065011,9,1,356,1998,1300,1,1,2,2,2,Samurai             
16065021,10,1,71,2010,1500,1,2,2,2,2,Spark               
16065023,1,1,302,1995,1200,1,2,-1,2,-1,Clingp              
16065023,2,3,367,1998,1200,1,2,-1,2,-1,                    
16071001,18,1,166,2006,1400,1,1,2,2,2,Getz                
16071014,19,1,71,2010,1600,1,1,2,2,-1,Aveo                
16071017,14,1,367,2009,1800,1,1,2,2,2,Corolla             
16071017,15,3,197,2010,2500,2,1,2,2,2,Sorento             
16071019,16,6,242,2003,1600,1,2,2,2,2,5                   
16071019,17,1,352,2013,1600,1,1,2,2,-1,New Forester        
16072015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16072016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16072017,4,3,269,2002,2300,1,1,2,2,2,Patfhifinder        
16072019,5,1,71,2006,1600,1,1,2,2,2,corsa               
16076003,12,1,166,2005,2300,1,2,2,2,2,Trajet              
16076003,13,1,71,2011,1000,1,1,2,2,2,Spark               
16076009,9,3,250,2010,2400,1,1,2,-1,2,Montero             
16076019,10,3,197,2011,2000,2,1,2,2,2,KARENS              
16076022,11,3,356,2002,1600,1,1,2,2,2,Grand Vitara        
16082003,14,1,71,2007,1500,1,1,2,2,2,spark               
16082004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16082005,29,1,75,2012,1400,1,1,2,2,2,C3                  
16082005,49,1,356,2009,1600,1,1,2,2,2,GRAN VITARA         
16082010,15,1,197,2008,1600,1,1,2,2,2,RIO                 
16083057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16083095,12,1,85,1994,1200,1,2,2,2,2,Aplaus              
16083142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16084038,13,3,118,2006,2300,1,1,2,2,2,ESCAPE              
16084049,12,1,83,1995,1500,1,1,2,2,2,PONTER              
16084053,11,1,302,2006,1600,1,1,2,-1,2,CLYO                
16084060,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16086004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16086005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16086006,164,1,367,2012,1500,1,1,2,2,2,Yaris               
16086011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16086018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16086024,177,3,356,2008,2000,2,1,2,2,2,Gran Nomade         
16086025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16086029,165,3,367,2002,2000,2,1,2,2,2,Rav 4               
16089007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16089015,9,3,71,1992,2300,1,2,2,2,2,Luv                 
16089015,21,1,269,1987,1300,1,2,2,2,2,Sunny               
16089019,8,1,71,2013,1400,1,1,2,2,2,aveo                
16089026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16100035,15,1,367,2006,1600,1,1,2,2,-1,Yaris Eco           
16100062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16100110,107,6,166,1999,2500,2,2,2,2,2,H100                
16100902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16102005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16102010,11,3,242,2008,2000,2,1,2,2,2,vt50                
16102024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16102028,26,1,367,2002,1500,1,1,2,2,2,YARIS               
16103054,13,1,356,2006,1300,1,1,2,2,2,Alto                
16103054,14,2,200,2011,2000,1,1,2,2,2,2011                
16103056,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17005004,21,1,71,2012,1600,1,1,2,2,2,SEDAN               
17005006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17005015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17005019,20,1,71,1991,2000,1,2,2,2,2,CHEBETE             
17008001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17008005,14,1,71,2007,1600,1,1,2,2,2,CORSA               
17008007,13,1,352,1992,2200,1,1,2,2,2,LEGACY              
17008015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17008018,12,1,166,1999,1400,1,1,2,2,2,SANTAMO             
17014002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17014006,17,1,166,2004,1600,1,1,2,2,2,SEDAN               
17014010,15,1,367,2007,1500,1,1,2,2,2,yaris               
17014011,16,1,71,1990,2000,1,2,2,2,2,chebette            
17017021,11,1,71,2012,1400,1,1,2,2,2,yaris               
17017051,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17017052,10,1,302,1996,1600,1,1,2,2,2,ol                  
17017054,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
18005013,23,3,71,1994,2200,1,2,2,2,2,LUV                 
18005014,24,1,166,2000,1500,1,1,2,2,2,SANTAMO             
18005014,25,3,71,1995,2300,1,2,2,2,2,LUV                 
18005901,22,1,166,2010,14,1,1,2,2,2,exel                
18005902,26,1,356,1994,1600,1,2,2,2,2,swich               
18012003,91,1,166,2003,1600,1,2,2,2,2,accent              
18012007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
18012010,88,3,71,2005,2300,1,2,2,2,2,lux                 
18012010,89,1,269,2010,1300,1,2,2,2,2,v16                 
18012901,90,1,269,2010,1600,1,2,2,2,2,mach                
18015001,47,3,166,2011,2400,2,1,2,2,2,TUCSON              
18015005,44,3,347,1995,2400,1,2,2,2,2,KORANDO TD          
18015005,45,3,197,2012,2200,1,1,2,2,2,SORENTO             
18015005,46,3,367,2013,2400,2,1,2,2,2,HYLUS               
18015010,41,1,71,2012,16,1,1,2,2,2,OPTRA               
18015017,42,1,166,1999,2000,1,1,2,2,2,SANTAMO             
18025901,26,1,356,2008,1200,1,1,2,2,2,GRAN NOMADE         
18025903,28,1,367,2010,1600,1,1,2,2,2,COROLLA             
18025903,29,1,75,2009,1400,1,1,2,2,2,C3                  
18025904,30,1,356,2013,2000,1,1,2,2,2,GRAN NOMADE         
18025906,59,1,352,2011,2000,1,1,2,2,2,FORESTER            
18026011,21,1,367,2007,1600,1,2,2,2,2,YARIS               
18026011,22,1,197,2012,1200,1,1,2,2,2,MORNING             
18026023,20,1,279,2005,1600,1,1,2,2,2,406                 
18026901,23,1,71,2010,1200,1,1,2,2,2,SPARK               
18026902,24,1,356,2013,1600,1,1,2,2,2,VITARA              
18027011,16,1,352,2002,2000,1,1,2,2,2,legacy              
18027902,18,1,70,2009,1600,1,1,2,2,2,BEAT                
18027903,67,1,166,2011,1600,1,1,2,2,2,ELECTRA             
18027904,19,1,352,2002,1800,1,1,2,2,2,IMPRESA             
19004019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
19004901,138,1,269,1998,1600,1,1,2,2,2,sentra              
19004902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
19005007,150,1,242,2000,1600,1,1,2,2,2,artiz               
19005901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
19005902,148,1,352,1998,2000,1,1,2,2,2,forester            
19005902,149,3,71,1999,1600,1,1,2,2,2,corsa picat         
19005903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
19007901,145,3,269,2004,3000,2,1,2,2,2,terrano             
19007902,146,1,269,2007,1600,1,1,2,2,2,platina             
19007902,164,1,274,2001,1400,1,1,2,2,2,corsa               
19007903,147,1,156,1998,1600,1,1,2,2,2,civic               
19009006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
19009009,135,3,166,2007,2000,2,1,2,2,2,tucson              
19009009,136,1,197,2007,1100,1,1,2,2,2,moorning            
19009012,137,1,71,2007,1600,1,1,2,2,2,corsa               
19009014,134,3,166,2005,2000,2,1,2,2,2,tucson              
20002002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20002015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20002022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20002024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20006009,105,2,400,2001,250,1,2,2,2,2,YZ                  
20006012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20006019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20006024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20008011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20008022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20008024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20008025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20017003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20017009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20017012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20017021,6,3,71,1999,1400,1,2,2,2,-1,combo               
20022022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20022025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20022029,50,3,274,1995,0,1,2,2,2,-1,corsa               
20022030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20026007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20026018,8,3,269,2005,2400,1,1,2,2,2,terrano             
20026020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20026023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20029002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20029010,51,1,269,1998,1300,1,2,-1,2,-1,V16                 
20029016,49,3,118,1997,0,1,2,2,2,-1,Ranger              
20029031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20031003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20031005,63,1,269,2009,1600,1,1,2,2,-1,B16                 
20031005,64,1,269,2009,1600,1,1,2,2,-1,B16                 
20031007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
20031020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21014001,84,1,166,2010,1600,1,1,2,2,2,ELANTRA             
21014003,102,1,85,2008,1500,1,1,2,2,2,TERIOS              
21014005,83,1,83,2000,1500,1,1,2,2,2,LANOS               
21014008,82,3,71,2000,2400,1,1,2,2,2,MILENIUM            
21014015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21016010,64,3,71,1999,2300,1,1,2,2,2,luv                 
21016011,80,1,269,2001,1600,1,1,2,2,2,v16                 
21016014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21016029,63,1,367,2011,1600,1,1,2,2,2,tercel              
21018010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21018011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21018017,67,1,274,1999,1400,1,1,2,2,2,astra               
21018019,65,1,367,2003,1600,1,1,2,2,2,tercel              
21025004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21025011,54,1,269,2013,1800,1,1,2,2,2,versa               
21025014,55,3,71,2000,2300,1,1,2,2,2,apache              
21025016,56,1,166,2013,1000,1,1,2,2,2,i10                 
21025016,57,1,269,2013,1600,1,1,2,2,2,tida                
21025017,58,3,269,2005,2300,1,1,2,2,2,terrano             
21031010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21031012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21031014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21031021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21032001,104,1,356,2004,1600,1,1,2,2,2,BALENO              
21032002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21032004,70,2,200,2012,150,1,1,2,2,2,JL150-30            
21032004,71,1,197,1996,1500,1,1,2,2,2,CEPIA               
21032009,65,1,356,2005,1600,1,1,2,2,2,aeriu               
21038003,4,1,110,1994,1200,1,2,2,2,2,1                   
21038008,3,3,95,1996,2000,1,2,2,2,-1,caraban             
21038010,5,1,71,2013,1200,1,1,2,2,-1,spark               
21038011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21044001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21044002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21044004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21044008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21044011,66,3,367,1996,2300,1,1,2,2,2,hilux               
21050004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21050005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21050012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21050013,59,1,71,2005,1600,1,1,2,2,2,corsa               
21058901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21058902,61,1,279,1991,2000,1,2,2,2,2,505                 
21058903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21058904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21069901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21069902,60,1,83,2001,1500,1,1,2,2,2,heaven              
21069903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21069904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21076901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21076902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21077901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21077902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21077903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21080005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21080007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21080008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21080901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21086002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21086004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21086006,1,1,71,2013,1200,1,1,2,2,-1,aveo                
21086012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21092003,2,1,352,1993,2000,1,2,2,2,2,legacy              
21092005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21092014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21092019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21096007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21096010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
21096024,20,5,110,2000,2000,2,2,2,2,2,Fiorino             
21096027,21,1,83,2003,1500,1,2,2,2,2,lanos               
22005002,73,1,269,1983,1500,1,2,2,2,2,PULSAR              
22005003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22005007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22005008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22012009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22012011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22012012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22012013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22016006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22016025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22016056,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22016057,42,1,197,1997,1600,1,1,2,2,2,CEPIA               
22023005,95,1,352,1998,1600,1,1,2,2,2,LEGACY              
22023006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22023008,94,1,279,1999,1600,1,1,2,2,2,107                 
22023024,114,1,367,1998,1600,1,1,2,2,2,YARIS               
22024004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22024013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22024015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22024023,43,1,279,2000,1600,1,1,2,2,2,307                 
22027004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22027005,45,3,1,2000,2000,1,1,2,2,2,GRAN VITARA         
22027005,46,1,166,2010,1500,1,1,2,2,1,ACEN                
22027005,47,1,166,2011,1600,1,1,2,2,1,ACEN                
22027009,44,1,71,2010,1000,1,1,2,2,2,SPARK               
22027013,57,1,356,2003,1500,1,1,2,2,2,BALENO              
22033001,40,1,71,2007,1600,1,1,2,2,2,CORSA               
22033002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22033003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22033011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22035007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22035008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22035031,106,1,197,2010,1600,1,1,2,2,2,MORNING             
22035031,115,3,71,2005,2000,2,1,2,2,2,LUV                 
22035032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22040017,116,3,118,1994,3000,1,2,2,2,2,ranger              
22040018,115,3,118,2008,2300,1,1,2,2,2,ranger              
22040021,111,3,71,2013,2200,2,1,2,2,2,captiva             
22040021,112,1,71,2013,1000,1,1,2,2,2,spark               
22040021,113,2,400,2012,150,1,1,2,2,2,fz16                
22040022,114,1,71,2003,1800,1,1,2,2,2,corsa evo           
22048015,53,1,208,1995,1500,1,1,2,2,2,samara              
22048018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22048028,52,1,274,1995,1400,1,1,2,2,2,corsa               
22048039,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22049901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22049902,54,1,279,2007,1600,1,1,2,2,2,307                 
22049902,55,1,71,2000,1600,1,1,2,2,2,corsa               
22049903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22049904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22051901,156,1,367,2006,1600,1,1,2,2,2,yaris               
22051902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22051903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22051904,51,1,71,2010,1400,1,1,2,2,2,aveo                
22052040,103,5,356,1996,1400,1,1,2,2,-1,CARRIER             
22052055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22052057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22052058,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22053013,94,1,367,1998,1600,1,1,2,2,2,tercel              
22053050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22053105,95,1,274,1997,1600,1,1,2,-1,2,astra               
22053901,96,1,367,2013,1600,1,1,2,2,-1,yaris               
22059012,98,1,269,2002,1600,1,1,2,2,2,v-16                
22059012,99,1,367,2004,1600,1,1,2,2,2,YARIS               
22059013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22059014,100,1,279,2012,1600,1,1,2,2,2,PATNER              
22059014,101,3,269,2013,2200,2,1,2,2,2,TERRANOO            
22059016,102,3,269,2001,2200,2,1,2,2,2,TERRANO             
22065003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22065004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
22065901,72,1,269,2001,1600,1,1,2,2,-1,V 16                
22065902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
