IDFolio,IDPersona,AgnoNacimiento,IDSexo,IDRelacionJefeHogar,IDEstudios,IDLugarEstudios,IDTituloProfesional,IDActividad,IDJornadaTrabajo,Ingreso,IDTipoIngreso,Observaciones,EfectuaViajes,NumeroViajes,Factor
612989,2,1971,2,1,5,-1,1,11,0,0,2,0,1,6,17.057525331662607
612989,3,1996,2,2,4,4,0,14,0,0,2,1,1,2,4.450119281002507
612989,4,1994,1,2,3,4,0,14,0,0,2,0,1,4,14.974390116000713
612989,5,2004,1,2,3,4,0,14,0,0,2,0,1,2,11.000069374587836
612990,1,1940,1,0,4,-1,0,9,0,600000,1,1,1,2,28.301235793885173
612990,2,1945,2,1,4,-1,0,11,0,0,2,1,0,0,15.693286687750517
613013,1,1955,1,0,4,-1,0,9,0,550000,1,0,1,8,11.159261315474415
613013,2,1960,2,1,3,-1,0,11,0,0,2,0,1,9,12.462980346927875
613013,3,1990,1,2,4,-1,0,4,1,350000,1,1,1,5,5.134257819524203
613013,4,1997,1,2,3,4,0,14,0,0,2,0,1,2,19.720136668006283
613028,1,1935,1,0,4,-1,0,9,0,350000,1,0,1,4,9.290379247169636
613028,2,1937,2,1,7,-1,1,9,0,500000,1,1,1,4,5.151597832178834
613028,3,1963,2,2,7,-1,1,4,2,400000,1,1,1,2,7.150788930517035
613030,1,1987,2,0,6,6,0,14,0,280000,1,1,1,6,5.632116674626904
613030,2,1990,1,3,6,6,0,14,0,200000,1,1,1,5,5.134257819524203
613030,3,1990,2,5,6,6,0,14,0,200000,1,1,1,6,5.632116674626904
613030,4,1984,2,5,7,-1,1,1,1,230000,1,0,1,4,22.463467837593885
613062,1,1968,1,0,7,-1,1,1,1,1500000,1,0,1,5,12.119944071141973
613083,1,1992,2,0,6,6,0,14,0,250000,1,1,1,6,3.231496516178815
613083,2,1992,2,4,6,6,0,14,0,300000,1,1,1,4,3.231496516178815
613083,3,1990,1,4,6,6,0,14,0,220000,1,1,1,4,2.9458438479624336
613088,1,1989,1,0,6,6,0,14,0,200000,1,1,0,0,2.9458438479624336
613088,2,1988,1,4,4,-1,0,4,1,250000,1,1,1,2,2.9458438479624336
613088,3,1986,2,4,6,6,0,14,0,200000,1,1,1,6,12.88869216532845
613089,1,1965,2,0,7,-1,1,1,1,220000,1,0,1,2,53.21675160173466
613089,2,1971,1,1,4,-1,0,4,1,300000,1,0,1,7,64.94907707769704
613089,3,1990,2,2,5,7,0,14,0,0,2,0,1,2,24.049059351962267
613089,4,1996,2,2,4,4,0,14,0,0,2,0,1,2,25.024123818489066
613089,5,1989,1,3,4,-1,0,4,1,200000,1,1,1,2,21.92320901061472
613089,6,2008,1,3,1,2,0,14,0,0,2,0,1,2,28.49881423855277
613089,7,2011,2,3,1,-1,0,13,0,0,2,0,1,2,43.817276322924144
613110,1,1927,2,0,4,-1,0,9,0,180000,1,0,1,2,15.693286687750517
613110,2,1978,1,2,7,-1,1,2,1,1500000,1,0,1,4,26.585849312081248
613119,1,1935,2,0,7,-1,1,9,0,220000,1,1,1,3,3.8760415524223246
613166,1,1951,1,0,4,-1,0,4,2,300000,1,1,1,10,68.48572237706406
613166,2,1955,2,1,6,-1,0,4,1,300000,1,1,1,4,80.77679116818884
613166,3,1987,1,2,7,-1,1,4,1,300000,1,1,1,1,132.8518849191818
613194,1,1975,2,0,4,-1,0,3,2,350000,1,1,1,9,2.053749284135152
613194,2,1994,1,2,4,4,0,14,0,0,2,1,1,2,70.36174854965185
613210,1,1945,1,0,7,-1,1,4,1,500000,1,1,0,0,27.96516657524437
613210,2,1968,2,1,7,-1,1,4,1,500000,1,1,0,0,53.29108048585996
613323,1,1979,1,0,4,-1,0,4,1,450000,1,1,1,1,5.312635651147659
613323,2,1978,2,1,7,-1,1,4,1,350000,1,1,1,4,2.9411585669049223
613323,3,2008,1,2,2,2,0,14,0,0,2,1,0,0,81.63713389510343
613343,1,1977,1,0,4,-1,0,4,1,300000,1,0,1,1,221.40545248707883
613343,2,1977,2,1,4,-1,0,11,0,0,2,0,1,5,122.57353714839451
613343,3,2000,1,2,3,4,0,14,0,0,2,0,1,2,47.456301996532424
613343,4,2005,1,2,3,4,0,14,0,0,2,0,1,2,47.456301996532424
613343,5,2011,2,2,1,-1,0,13,0,0,2,0,1,5,46.3472760874057
613395,1,1966,1,0,5,-1,1,4,1,350000,1,1,1,6,4.292780553797192
613395,2,1971,2,1,5,-1,1,4,1,350000,1,1,1,4,4.023453620504491
613395,3,2002,1,2,3,4,0,14,0,0,2,0,1,2,1.5577443102791608
613395,4,2005,2,2,3,4,0,14,0,0,2,0,1,2,4.097393632318339
613399,1,1964,1,0,7,-1,1,4,1,550000,1,1,1,7,130.77851674472365
613399,2,1973,2,1,6,-1,0,11,0,0,2,0,1,10,122.57353714839451
613399,3,2004,1,2,3,4,0,14,0,0,2,0,1,4,47.456301996532424
613399,4,2005,2,2,2,3,0,14,0,0,2,0,1,4,124.8261016463745
613399,5,2009,2,2,1,-1,0,13,0,0,2,0,1,6,46.3472760874057
613414,1,1958,1,0,4,-1,0,4,1,600000,1,1,1,4,3.138037490304251
613414,2,1971,2,1,4,-1,0,4,1,250000,1,0,1,4,2.9411585669049223
613414,3,2000,1,2,3,4,0,14,0,0,2,0,1,2,1.138716499645019
613458,1,1972,1,0,5,-1,1,4,1,600000,1,1,1,1,7.267592908982478
613458,2,1973,2,1,6,-1,0,4,1,350000,1,1,1,5,4.023453620504491
613458,3,1994,2,2,4,4,0,14,0,0,2,1,1,3,70.4700542107994
613458,4,2001,2,2,3,4,0,14,0,0,2,0,1,5,4.097393632318339
613467,1,1957,1,0,5,-1,1,9,0,400000,1,1,1,4,2.1912257033063125
613467,2,1958,2,1,7,-1,1,4,1,450000,1,1,0,0,53.29108048585996
613537,1,1982,1,0,4,-1,0,4,1,700000,1,1,1,4,7.267592908982478
613537,2,1977,2,1,7,-1,1,1,1,400000,1,1,1,4,4.023453620504491
613537,3,2007,2,2,2,2,0,14,0,0,2,0,1,2,1.5213407405273385
613537,4,2010,2,2,1,1,0,14,0,0,2,0,1,2,1.5213407405273385
613581,1,1937,1,0,3,-1,0,9,0,300000,1,1,1,7,54.78592327425189
613581,2,1962,2,1,3,-1,0,3,2,200000,1,1,1,5,104.40134654105104
613581,3,1991,2,2,4,7,0,14,0,190000,1,1,1,4,139.8543387976061
613581,4,2002,1,2,3,4,0,14,0,0,2,0,1,2,1.5577443102791608
613635,1,1980,1,0,7,-1,1,4,1,500000,1,1,1,4,3.709701948133047
613635,2,1982,2,1,7,-1,1,12,0,0,2,1,1,4,2.053749284135152
613697,1,1974,1,0,7,-1,1,4,1,3000000,1,1,0,0,59.823146492622264
613697,2,1976,2,1,7,-1,1,11,0,0,2,1,1,10,99.39172796186308
613697,3,1996,2,2,4,4,0,14,0,0,2,0,1,3,4.382633579463295
613697,4,2003,2,2,3,4,0,14,0,0,2,0,1,3,51.68671811507093
613707,1,1964,1,0,7,-1,1,4,1,3000000,1,1,0,0,59.147308438794404
613707,2,1962,2,1,7,-1,1,11,0,0,2,0,1,13,38.165480483230525
613707,3,1992,1,2,6,6,0,14,0,0,2,0,1,7,74.45751533089587
613707,4,1995,2,2,4,4,0,14,0,0,2,0,1,2,9.313810076305849
613707,5,1955,2,6,3,-1,0,4,1,300000,1,1,1,3,50.71729439579163
613749,1,1972,1,0,5,-1,1,2,1,700000,1,1,1,2,0.22419730114770328
613749,2,1978,2,1,5,-1,1,3,1,300000,1,1,1,2,0.17418308216995204
613749,3,2004,1,2,3,4,0,14,0,0,2,1,1,2,7.238033105205599
613753,1,1939,2,0,6,-1,0,11,0,300000,1,1,0,0,1.7775104370923391
613753,2,1980,2,2,7,-1,1,4,2,300000,1,1,1,4,9.565022480341074
613776,1,1962,1,0,6,-1,0,3,1,800000,1,1,1,7,5.571748731730874e-05
613776,2,1962,2,1,7,-1,1,11,0,0,2,0,1,2,2.4177118387259524
613776,3,1988,2,2,6,6,0,14,0,0,2,1,1,4,0.7834542148775182
613776,4,1990,1,2,5,-1,0,4,2,300000,1,1,1,3,2.1387695432763968e-05
613776,5,1995,2,2,4,4,0,14,0,0,2,1,1,3,0.4269392173403411
613776,6,1996,2,2,4,4,0,14,0,0,2,1,1,2,0.4269392173403411
1435001,1,1988,1,0,6,-1,0,4,1,400000,1,0,1,4,49.6569911563596
1454201,1,1928,1,0,3,-1,0,9,0,100000,1,0,1,4,26.230279898844856
1454201,2,1927,2,1,3,-1,0,9,0,120000,1,0,1,4,51.06446564957022
1454202,1,1926,1,0,3,-1,0,9,0,90000,1,0,1,2,38.3040333648914
1454202,2,1955,1,2,4,-1,0,4,1,275000,1,0,1,2,21.98311614586729
1454202,3,1941,2,3,3,-1,0,4,1,190000,1,0,1,4,74.56935280693007
3406901,1,1949,1,0,3,-1,0,4,1,300000,1,1,1,2,110.60304933967498
3406901,2,1951,2,1,3,-1,0,11,0,0,2,0,1,2,27.778773926789626
3406901,3,1971,2,2,5,-1,1,4,1,300000,1,0,1,2,39.60002336616144
3406901,4,1991,2,3,4,-1,0,12,0,0,2,1,0,0,132.191917839472
3406901,5,1994,2,3,4,4,0,14,0,0,2,1,1,2,37.612091801101926
3406901,6,1968,1,3,4,-1,0,4,1,290000,1,0,1,4,71.34123086032136
3406902,1,1956,2,0,3,-1,0,11,0,0,2,0,1,3,19.58807202887839
3406902,2,1959,1,1,3,-1,0,3,2,320000,1,0,1,2,16.352860913944685
3406902,3,1994,2,2,4,4,0,14,0,0,2,0,1,2,8.621456323204912
3425401,1,1939,2,0,3,-1,0,9,0,120000,1,0,1,2,6.159595579143237
3425401,2,1967,2,2,4,-1,0,6,1,250000,1,1,1,1,25.09875585270196
3425401,3,1996,1,3,4,4,0,14,0,0,2,0,1,2,100.73045238651365
3425401,4,1992,2,3,3,-1,0,13,0,0,2,1,1,1,38.82563344192192
3425402,1,1926,2,0,3,-1,0,9,0,130000,1,0,1,4,19.23633037203768
3425402,2,1968,2,2,3,-1,0,13,0,0,2,1,0,0,78.38306156730584
4400001,1,1957,2,0,3,-1,0,6,1,210000,1,0,1,2,30.485261355004692
4400001,2,1993,1,2,4,4,0,14,0,0,2,0,1,2,51.49481590497325
4400001,3,1998,1,2,3,4,0,14,0,0,2,0,1,2,39.77782838261239
4400002,1,1946,1,0,4,-1,0,4,1,300000,1,0,1,2,6.892352931130437
4400002,2,1948,2,1,4,-1,0,11,0,0,2,0,1,4,24.278569319497194
4400002,3,1969,2,2,5,-1,1,1,1,380000,1,0,1,5,20.093750605848314
4400002,4,1982,1,2,5,-1,1,1,1,400000,1,0,1,2,23.235407141026307
4400003,1,1965,2,0,4,-1,0,4,1,250000,1,0,1,3,44.803722580994645
4400003,2,1985,2,2,5,-1,1,4,1,3200000,1,0,1,5,60.76870058427827
4400003,3,2000,1,2,3,4,0,14,0,0,2,0,1,3,58.46086628469735
4400003,4,2003,2,2,3,4,0,14,0,0,2,0,1,3,49.53498854275009
4400003,5,2009,2,2,1,-1,0,13,0,0,2,1,1,2,173.67797211783244
4400201,1,1966,1,0,4,-1,0,4,1,550000,1,0,1,2,62.17624908649135
4400201,2,1981,2,1,4,-1,0,11,0,0,2,0,1,2,27.253787048041488
4400201,3,1998,1,2,3,4,0,14,0,0,2,0,1,4,26.21876039882568
4400201,4,2009,2,2,1,-1,0,13,0,0,2,0,1,2,77.89178345965301
4400202,1,1955,1,0,4,-1,0,3,2,450000,1,0,1,2,13.627431278442664
4400202,2,1953,2,1,4,-1,0,11,0,0,2,0,1,2,24.278569319497194
4400202,3,1970,2,2,4,-1,0,4,1,300000,1,0,1,2,20.093750605848314
4400202,4,1971,1,2,4,-1,0,3,2,340000,1,0,1,4,23.235407141026307
4400203,1,1960,1,0,4,-1,0,3,1,450000,1,0,1,2,62.17624908649135
4400203,2,1957,2,1,4,-1,0,11,0,0,2,0,1,4,20.093750605848314
4400203,3,1990,1,2,5,7,0,14,0,0,2,1,0,0,33.94177849548715
4400203,4,1991,1,2,6,6,0,14,0,0,2,0,1,2,33.94177849548715
4400204,1,1952,1,0,4,-1,0,4,1,300000,1,0,1,2,30.385549341555496
4400204,2,1964,2,1,4,-1,0,11,0,0,2,0,1,2,44.803722580994645
4400204,3,1980,1,2,4,-1,0,4,1,260000,1,0,1,2,51.80878154723443
4400204,4,1984,1,2,4,-1,0,4,1,450000,1,1,0,0,51.80878154723443
4400204,5,1992,1,2,4,-1,0,4,1,250000,1,0,1,4,75.68114372708342
4400205,1,1931,2,0,3,-1,0,9,0,100000,1,0,1,2,64.64213440753302
4400205,2,1991,2,3,5,7,0,12,0,0,2,0,1,2,51.016550041869614
4400205,3,1993,2,3,4,4,0,14,0,0,2,0,1,4,51.016550041869614
4400206,1,1959,1,0,4,-1,0,4,1,400000,1,0,1,2,138.6365079293455
4400206,2,1969,2,1,5,-1,1,4,1,170000,1,0,1,2,44.803722580994645
4400206,3,1991,2,2,6,6,0,14,0,0,2,0,1,2,74.9782436993972
4400206,4,1999,2,2,3,4,0,14,0,0,2,0,1,2,49.53498854275009
4400206,5,1971,1,3,3,-1,0,5,1,550000,1,0,1,2,51.80878154723443
4401501,1,1954,1,0,4,-1,0,4,1,450000,1,0,1,2,13.627431278442664
4401501,2,1955,2,1,3,-1,0,11,0,0,2,0,1,2,24.278569319497194
4401501,3,1981,1,2,4,-1,0,5,1,250000,1,0,1,2,23.235407141026307
4401501,4,1985,1,2,4,-1,0,5,1,270000,1,0,1,2,23.235407141026307
4401502,1,1925,1,0,3,-1,0,9,0,90000,1,0,1,2,6.892352931130437
4401502,2,1969,2,2,4,-1,0,4,1,270000,1,1,1,4,20.093750605848314
4401502,3,1986,1,3,4,-1,0,4,1,350000,1,0,1,2,23.235407141026307
4401502,4,1985,2,3,5,-1,1,1,1,270000,1,0,1,2,27.253787048041488
4405201,1,1955,1,0,4,-1,0,4,1,180000,1,0,1,2,30.385549341555496
4405201,2,1961,2,1,4,-1,0,4,1,210000,1,0,1,2,44.803722580994645
4405201,3,1994,2,2,4,4,0,14,0,0,2,0,1,2,57.86194206954907
4405201,4,1985,2,2,5,-1,1,1,1,270000,1,0,1,2,60.76870058427827
4405201,5,2011,1,3,1,-1,0,13,0,0,2,0,1,2,50.4002215899502
6440201,1,1959,1,0,3,-1,0,12,0,0,2,0,1,2,5.6643696739777685
6440201,2,1956,2,1,3,-1,0,11,0,0,2,0,1,4,11.53227098228876
6440201,3,1993,1,2,4,-1,0,4,1,245000,1,0,1,2,38.102481823797376
6440201,4,2001,2,2,3,4,0,14,0,0,2,0,1,2,20.468924238526007
6440202,1,1945,2,0,3,-1,0,9,0,120000,1,0,1,6,30.856217677095056
6440202,2,1933,1,1,3,-1,0,9,0,140000,1,0,1,4,39.13830473550149
7401204,1,1960,1,0,4,-1,0,4,1,600000,1,0,1,2,37.00605009138885
7401204,2,1962,2,1,4,-1,0,11,0,0,2,0,1,2,37.72592222775856
7401204,3,1984,1,2,6,6,0,14,0,0,2,0,1,2,53.19782143845364
7401204,4,1988,1,2,6,6,0,14,0,0,2,0,1,2,79.74106636966863
7401205,1,1975,1,0,1,-1,0,5,1,180000,1,0,1,2,46.33704063961914
7401205,2,1977,2,1,3,-1,0,11,0,0,2,0,1,4,32.728395281066454
7401205,3,2004,2,2,3,4,0,14,0,0,2,0,1,2,33.36034283078168
7401206,1,1969,2,0,4,-1,0,4,1,260000,1,0,1,4,84.62968578864351
7401206,2,1991,2,2,4,-1,0,4,1,210000,1,0,1,2,63.65619883747263
7401206,3,1989,2,2,6,6,0,14,0,0,2,0,1,2,63.65619883747263
7401206,4,1997,1,2,3,4,0,14,0,0,2,0,1,2,42.34787177593226
7401206,5,2009,2,2,2,2,0,14,0,0,2,0,1,2,55.758536921110455
7401206,6,2006,2,3,3,4,0,14,0,0,2,0,1,2,55.758536921110455
7401207,1,1967,1,0,4,-1,0,4,1,400000,1,0,1,2,37.00605009138885
7401207,2,1972,2,1,4,-1,0,4,1,280000,1,0,1,4,37.57424522792339
7401207,3,1993,2,2,4,4,0,14,0,0,2,0,1,2,28.376435340369454
7401207,4,1996,1,2,4,4,0,14,0,0,2,0,1,2,18.877684611991025
7401208,1,1980,1,0,4,-1,0,4,1,550000,1,0,1,2,46.33704063961914
7401208,2,1984,2,1,4,-1,0,11,0,0,2,0,1,4,32.728395281066454
7401208,3,2011,2,2,1,-1,0,13,0,0,2,0,1,4,21.650251840116248
7401209,1,1948,2,0,1,-1,0,11,0,0,2,0,1,3,25.124076885362207
7401209,2,1937,1,1,1,-1,0,9,0,160000,1,0,1,3,104.72493721560863
7401210,1,1957,1,0,3,-1,0,12,0,0,2,0,1,2,68.784321678968
7401210,2,1958,2,1,4,-1,0,11,0,0,2,0,1,4,70.12237090263538
7401210,3,1979,2,2,4,-1,0,3,1,300000,1,1,0,0,69.84044404142762
7401210,4,1995,2,2,4,4,0,14,0,0,2,0,1,2,72.02957216318808
7401210,5,2000,2,3,3,4,0,14,0,0,2,0,1,2,71.1889824315312
7401211,1,1966,1,0,3,-1,0,3,1,350000,1,1,0,0,40.40162835327081
7401211,2,1973,2,1,4,-1,0,4,1,230000,1,1,1,2,41.02195958780443
7401211,3,1995,2,2,4,-1,0,13,0,0,2,0,1,2,42.30778081325533
7401211,4,2000,1,2,3,4,0,14,0,0,2,0,1,2,27.570179463339674
7401211,5,1991,2,3,4,-1,0,11,0,0,2,1,0,0,30.98018274798264
7401211,6,1988,1,3,4,-1,0,3,1,300000,1,1,0,0,87.05789783034754
7401211,7,2008,2,3,1,-1,0,13,0,0,2,1,0,0,27.136550644291088
7401212,1,1965,1,0,4,-1,0,5,1,330000,1,0,1,2,37.00605009138885
7401212,2,1969,2,1,3,-1,0,11,0,0,2,0,1,4,37.72592222775856
7401212,3,1992,2,2,4,-1,0,12,0,0,2,1,0,0,28.376435340369454
7401212,4,2002,1,2,3,4,0,14,0,0,2,0,1,2,25.253027757390637
7401213,1,1965,1,0,4,-1,0,4,1,650000,1,1,0,0,37.00605009138885
7401213,2,1970,2,1,3,-1,0,11,0,0,2,0,1,5,37.72592222775856
7401213,3,1995,1,2,4,4,0,14,0,0,2,0,1,2,18.877684611991025
7401213,4,2002,2,2,3,4,0,14,0,0,2,0,1,2,38.299760548802006
7401214,1,1970,1,0,4,-1,0,4,1,240000,1,0,1,2,37.00605009138885
7401214,2,1971,2,1,3,-1,0,11,0,0,2,0,1,3,37.57424522792339
7401214,3,1990,1,2,4,-1,0,4,1,230000,1,0,1,2,79.74106636966863
7401214,4,1995,2,2,4,4,0,14,0,0,2,0,1,2,38.75199886353287
7401215,1,1946,1,0,1,-1,0,12,0,0,2,0,1,2,135.68538352770966
7401215,2,1946,2,1,3,-1,0,11,0,0,2,0,1,4,134.33624849162874
7401215,3,1973,1,2,3,-1,0,4,1,230000,1,0,1,2,46.33704063961914
7401216,1,1974,1,0,4,-1,0,4,1,600000,1,0,1,2,98.88048179706615
7401216,2,1974,2,1,4,-1,0,11,0,0,2,0,1,4,69.84044404142762
7401216,3,1997,1,2,4,4,0,14,0,0,2,0,1,2,35.08855248529882
7401216,4,2000,1,2,3,4,0,14,0,0,2,0,1,2,46.93860545350285
7401216,5,2002,2,2,3,4,0,14,0,0,2,0,1,2,71.1889824315312
7413101,1,1987,2,0,4,-1,0,3,1,200000,1,1,1,2,96.42679080997603
7418101,1,1953,1,0,3,-1,0,3,1,400000,1,0,1,2,145.19024666128726
7418101,2,1959,2,1,4,-1,0,11,0,0,2,0,1,4,70.12237090263538
7418101,3,1978,1,2,4,-1,0,4,1,230000,1,0,1,2,98.88048179706615
7418101,4,1999,2,3,3,4,0,14,0,0,2,1,0,0,71.1889824315312
7418101,5,2002,1,3,3,4,0,14,0,0,2,0,1,2,46.93860545350285
8400301,1,1970,1,0,4,-1,0,4,1,300000,1,1,0,0,17.131811911943046
8400301,2,1977,2,1,4,-1,0,11,0,0,2,0,1,2,37.2841477343744
8400301,3,1997,1,2,4,4,0,14,0,0,2,1,1,2,15.129412765877992
8400301,4,2000,1,2,3,4,0,14,0,0,2,1,1,2,34.94752186020185
8400302,1,1968,1,0,4,-1,0,4,2,300000,1,1,0,0,15.06061675632936
8400302,2,1971,2,1,4,-1,0,11,0,0,2,0,1,2,32.776583294282275
8400302,3,1991,1,2,4,-1,0,4,1,350000,1,1,0,0,16.35450405116263
8400302,4,1991,2,2,4,-1,0,4,1,180000,1,1,1,2,22.036511929074415
8400302,5,1994,1,2,4,4,0,14,0,180000,1,1,1,2,13.300302886022196
8400302,6,2009,2,2,1,-1,0,13,0,0,2,0,1,2,23.842045167017712
8400303,1,1960,1,0,4,-1,0,4,1,180000,1,1,1,2,15.06061675632936
8400303,2,1967,2,1,4,-1,0,11,0,0,2,0,1,6,16.246360936348722
8400303,3,1984,1,2,7,-1,1,4,1,180000,1,1,1,1,40.590587711494095
8400303,4,1988,2,2,6,6,0,14,0,0,2,1,1,2,22.036511929074415
8400303,5,1990,2,2,6,6,0,14,0,0,2,0,1,2,22.036511929074415
8400303,6,1985,2,3,5,7,0,14,0,0,2,0,1,2,32.776583294282275
8400304,1,1952,1,0,3,-1,0,9,0,85000,1,1,1,2,22.060005642965088
8400304,2,1953,2,1,3,-1,0,11,0,0,2,0,1,2,20.925156504032735
8400304,3,1985,1,2,4,-1,0,4,1,180000,1,1,1,2,49.06046279863236
8400304,4,1997,1,2,3,4,0,14,0,0,2,0,1,2,16.075623728046185
8400304,5,1991,2,3,5,-1,1,4,1,200000,1,1,1,2,26.634782462187186
8400305,1,1973,2,0,4,-1,0,11,0,150000,1,1,1,6,37.2841477343744
8400305,2,1998,2,2,3,4,0,14,0,0,2,0,1,2,27.254710245762173
8400305,3,2003,1,2,3,4,0,14,0,0,2,0,1,2,34.94752186020185
8400305,4,2007,2,2,2,3,0,14,0,0,2,0,1,2,27.120896840147015
8400306,1,1966,2,0,4,-1,0,11,0,0,2,0,1,2,43.436334112626334
8400306,2,1960,1,1,4,-1,0,4,1,220000,1,0,1,2,40.26612383740156
8400306,3,1986,2,2,4,-1,0,11,0,0,2,0,1,2,87.63160123172415
8400306,4,1989,2,2,6,6,0,14,0,0,2,1,0,0,58.91690444268034
8400306,5,1992,2,2,4,-1,0,11,0,0,2,0,1,2,58.91690444268034
8400306,6,2002,1,2,3,4,0,14,0,0,2,1,1,2,82.13966218320368
8400306,7,2002,2,2,3,4,0,14,0,0,2,1,1,2,64.05869639178685
8400307,1,1958,1,0,3,-1,0,12,0,0,2,1,0,0,29.13217856041831
8400307,2,1959,2,1,3,-1,0,11,0,0,2,1,0,0,31.42579719092916
8400307,3,1990,1,2,6,6,0,14,0,0,2,0,1,2,31.6349814880805
8400308,1,1931,2,0,3,-1,0,9,0,80000,1,0,1,2,17.303317121348027
8400308,2,1928,1,1,4,-1,0,9,0,80000,1,1,0,0,32.55159876217435
8400308,3,1954,2,2,4,-1,0,3,1,300000,1,1,0,0,33.48826283740786
8400309,1,1961,1,0,3,-1,0,4,1,180000,1,0,1,2,15.06061675632936
8400309,2,1968,2,1,4,-1,0,11,0,0,2,1,0,0,16.246360936348722
8400309,3,1996,1,2,3,4,0,14,0,0,2,1,0,0,13.300302886022196
8400309,4,1988,2,2,3,-1,0,7,3,150000,1,1,1,2,22.036511929074415
8400309,5,2004,1,3,3,4,0,14,0,0,2,1,0,0,30.722449909283856
8400309,6,1935,2,3,1,-1,0,9,0,0,2,1,0,0,8.945387563013513
8400601,1,1947,2,0,3,-1,0,4,1,180000,1,1,1,2,121.22625870025631
8400602,1,1966,1,0,3,-1,0,4,1,150000,1,0,1,2,35.032828760274484
8400602,2,1967,1,3,3,-1,0,3,1,180000,1,0,1,2,35.032828760274484
8400603,1,1972,2,0,4,-1,0,11,0,180000,1,1,1,2,37.2841477343744
8400603,2,2005,2,2,2,3,0,14,0,0,2,0,1,2,27.254710245762173
8400603,3,2005,2,2,2,3,0,14,0,0,2,0,1,2,27.254710245762173
8400603,4,1999,1,2,3,4,0,14,0,0,2,0,1,2,34.94752186020185
8400604,1,1963,1,0,4,-1,0,4,1,250000,1,1,1,4,18.20325523123987
8400604,2,1967,2,1,4,-1,0,11,0,0,2,1,1,4,19.636423892063714
8400604,3,1988,2,2,4,-1,0,4,1,200000,1,1,1,2,26.634782462187186
8400604,4,2009,2,2,1,2,0,14,0,0,2,1,1,4,28.817069077040205
8400604,5,2007,1,3,2,3,0,14,0,0,2,0,1,2,29.614079576756158
8400605,1,1932,1,0,3,-1,0,9,0,80000,1,1,0,0,32.55159876217435
8400605,2,1937,2,1,3,-1,0,9,0,75000,1,1,0,0,17.303317121348027
8400605,3,1981,1,3,4,-1,0,4,1,200000,1,0,1,2,78.51552617103904
8400606,1,1968,1,0,4,-1,0,3,1,450000,1,0,1,2,35.032828760274484
8400606,2,1971,2,1,4,-1,0,11,0,0,2,1,0,0,76.24232449928712
8400607,1,1961,1,0,3,-1,0,3,1,250000,1,0,1,2,18.20325523123987
8400607,2,1968,2,1,4,-1,0,3,1,180000,1,1,1,4,19.636423892063714
8400607,3,1993,2,2,4,5,0,14,0,0,2,1,1,4,26.634782462187186
8400607,4,2004,1,2,3,4,0,14,0,0,2,1,1,4,37.13318027249096
8400607,5,1949,2,3,3,-1,0,11,0,0,2,0,1,2,20.925156504032735
8413401,1,1970,1,0,4,-1,0,3,1,400000,1,0,1,4,221.3095360238066
8413401,2,1982,2,1,4,-1,0,11,0,0,2,0,1,4,365.6915211957554
8413401,3,2005,1,2,2,3,0,14,0,0,2,0,1,2,190.68267754954962
8413402,1,1974,1,0,5,-1,1,1,1,700000,1,1,0,0,117.81372827488545
8413402,2,1978,2,1,5,-1,1,11,0,0,2,0,1,6,74.73350904089504
8413402,3,2001,1,2,3,4,0,14,0,0,2,0,1,2,38.96832379376683
8413402,4,2005,1,2,2,3,0,14,0,0,2,0,1,4,38.96832379376683
8413403,1,1965,1,0,4,-1,0,4,1,280000,1,0,1,2,45.227294735165465
8413403,2,1967,2,1,4,-1,0,11,0,0,2,1,0,0,49.432179818691424
8413403,3,1999,2,2,3,4,0,14,0,0,2,1,1,4,48.72228995281184
8413403,4,2003,1,2,3,4,0,14,0,0,2,1,1,2,38.96832379376683
8414701,1,1963,1,0,3,-1,0,3,2,360000,1,0,1,2,31.771458078044862
8414701,2,1955,2,1,4,-1,0,11,0,0,2,0,1,2,33.08238954648247
8414701,3,1991,2,2,6,6,0,14,0,0,2,0,1,4,38.584802794353045
8414701,4,1988,1,2,6,6,0,14,0,0,2,0,1,4,109.89731941428249
8414701,5,1998,2,2,3,4,0,14,0,0,2,0,1,4,34.22663685207138
8414701,6,2000,2,2,3,4,0,14,0,0,2,0,1,2,34.22663685207138
8414701,7,2001,2,2,3,4,0,14,0,0,2,0,1,2,34.22663685207138
8414702,1,1952,1,0,4,-1,0,4,1,220000,1,1,1,2,65.34544331157565
8414702,2,1963,2,1,4,-1,0,11,0,0,2,0,1,4,49.432179818691424
8414702,3,1994,2,2,4,4,0,14,0,0,2,0,1,2,291.65965225834185
8414702,4,1993,2,3,4,4,0,14,0,0,2,0,1,2,54.92622478929773
8414703,1,1959,1,0,3,-1,0,4,1,230000,1,0,1,2,40.697529149802286
8414703,2,1967,2,1,4,-1,0,4,1,230000,1,0,1,2,44.48127156155679
8414703,3,1989,2,2,4,-1,0,11,0,0,2,1,0,0,49.425057314183825
8414703,4,2007,2,3,2,3,0,14,0,0,2,1,0,0,97.95311634734414
8414703,5,2011,2,3,1,-1,0,13,0,0,2,1,0,0,97.95311634734414
8414704,1,1964,1,0,3,-1,0,3,1,150000,1,1,1,2,29.43630343140584
8414704,2,1952,2,1,3,-1,0,3,1,150000,1,1,0,0,30.650883397736497
8414705,1,1966,2,0,3,-1,0,4,1,180000,1,0,1,2,241.8851900026196
